ItemCode,ItemName,ItmsGrpCod,InvntItem,SellItem,PrchseItem,LineRefs
50000035,RECTANGULAR 304 LUNCH BOX 2ND OPERATION DIE SET,112,N,Y,Y,0
12000182,ELITE 4000ML OUTER BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000891,LUNCH BOX - SAPPHIRE BTM - SHEAR CUTTING,114,Y,Y,Y,306
50000073,KUMCHA NO2 ROUND BEADING RAM - CTB M/C,112,N,Y,Y,0
12000200,PUNE CUP NO 1 POLISHED-,114,Y,Y,Y,0
12000204,MILK BOILER 2.0 LTR LID - RIM CUTTING,114,Y,Y,Y,0
12000215,DOUBLE DELIGHT 1.0 KGS INNER BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000217,POORI DABBA NO 2 BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000223,SAUCE PAN 16CM BOTTOM -RIMCUTTING,114,Y,Y,Y,0
12000226,ELITE 3500ML INNER LID - RIM CUTTING,114,Y,Y,Y,0
12000229,DOUBLE DELIGHT 1.5 KGS OUTER BOTTOM (OLD) - RIM CUTTING,114,Y,Y,Y,0
12000232,WATER FILTER 34 LTR T/C TOP - II ND TINKERING,114,Y,Y,Y,0
12000234,KADAI 26 CM (O.80MM) BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000235,DOUBLE DELIGHT 1.0 KGS OUTER BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000238,ELITE 2000ML OUTER LID - RIM CUTTING,114,Y,Y,Y,0
12000251,PRIDE WATER JUG LID - RIM CUTTING,114,Y,Y,Y,0
12000253,POORI DABBA NO 2 & 3 LID - RIM CUTTING,114,Y,Y,Y,0
12000258,INSULATED VESSEL SMALL INNER CIRCLE CUTTING-,114,Y,Y,Y,0
12000528,"M4 CIRCLE 18 1/2"" 0.4 MM",114,Y,Y,Y,3
12000265,PRIDE SAUCEPAN NO 2 BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000266,MASALA DABBA NO 3 CUP - RIM CUTTING,114,Y,Y,Y,0
12000274,DOUBLE DELIGHT 1.5 KGS INNER TOP (OLD) - RIM CUTTING,114,Y,Y,Y,0
50000116,HONDA DIO STD,112,N,Y,Y,1
12000299,DOUBLE DELIGHT 1.5 KGS OUTER TOP (OLD) - RIM CUTTING,114,Y,Y,Y,0
12000301,IDLY COOKER 4 PLATE BOTTOM REGULAR - RIM CUTTING,114,Y,Y,Y,0
12000304,DOUBLE DELIGHT 1.5 KGS OUTER TOP (NEW) - RIM CUTTING,114,Y,Y,Y,0
12000307,SAUCE PAN 18 CM BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000309,SAUCE PAN 18 CM LID - RIM CUTTING,114,Y,Y,Y,0
12000317,DOUBLE DELIGHT 1.5 KGS INNER TOP (NEW) - RIM CUTTING,114,Y,Y,Y,0
12000318,MASALA DABBA NO 1 CUP - RIM CUTTING,114,Y,Y,Y,0
12000321,SAUCE PAN 20 CM BOTTOM - RIM CUTTING,114,Y,Y,Y,0
50000017,MOISTURE TESTING MACHINE,112,N,Y,Y,3
12000329,INSTA NO 0 INNER BOTTOM - RIM CUTTING,114,Y,Y,Y,0
50000126,SAUCEPAN 16CM TRIMMING RAM,112,N,Y,Y,0
50000185,DELL SFF 8TH GEN LAPTOP,112,N,Y,Y,2
50000018,NETGEAR GS110TP-8PORT,112,N,Y,Y,6
12000336,TEA CUP OUTER - RIM CUTTING,114,Y,Y,Y,0
50000082,LADDU TRAY DIE,112,N,Y,Y,0
12000342,TEA CUP INNER - RIM CUTTING,114,Y,Y,Y,0
12000345,PRIME IDLY COOKER 6 PLATE BTM POLISHED-,114,Y,Y,Y,0
12000349,IDLY COOKER 4 PLATE BOTTOM CURVE - RIM CUTTING,114,Y,Y,Y,0
12000350,ELITE 3500ML INNER BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000352,ELITE 3500ML OUTER BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000353,PRIME IDLY COOKER 4 PLATE BTM POLISHED-,114,Y,Y,Y,0
12000358,SAUCE PAN 20 CM LID - RIM CUTTING,114,Y,Y,Y,0
12000365,FRY PAN 24 CM BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000367,BOWL BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000374,7-3/4  CIRCLE 0.40MM J4,114,Y,Y,Y,0
12000381,HALWA PLATE - RIM CUTTING,114,Y,Y,Y,0
12000398,DOUBLE DELIGHT 1.0 KGS OUTER TOP - RIM CUTTING,114,Y,Y,Y,0
12000416,DOUBLE DELIGHT 1.0 KGS INNER TOP - RIM CUTTING,114,Y,Y,Y,0
12000425,PUTTU KUDAM TOP - RIM CUTTING,114,Y,Y,Y,0
50000127,ICF CHAIR SIDE COVER OUTER TRIMMING TOOL WITH PILLER SET,112,N,Y,Y,0
12000429,WATER FILTER 16 LTR D/C TOP - II ND TINKERING,114,Y,Y,Y,0
12000442,DOUBLE DELIGHT 2.0 KGS INNER BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000450,COFFEE DABARA SMALL - RIM CUTTING,114,Y,Y,Y,0
12000455,IDLY PLATE - RIM CUTTING-TTK,114,Y,Y,Y,0
12000466,INSULATED VESSEL INNER LID -RIM CUTTING,114,Y,Y,Y,0
50000019,HIKVISION 32 CHANNEL NVR WITH 4TB HARDDISK,112,N,Y,Y,3
12000468,MASALA DABBA NO 2 CUP - RIM CUTTING,114,Y,Y,Y,0
12000469,INSULATED VESSEL SMALL INNER BODY SHEET - SHEAR CUTTING,114,Y,Y,Y,0
12000486,MASALA DABBA NO 3 BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000497,PUTTU KUDAM CUP - RIM CUTTING,114,Y,Y,Y,0
50000106,DACE RICE SERVER NO1 DIE SET,112,N,Y,Y,1
12000525,MASALA DABBA NO 1 BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000527,"M4 CIRCLE 19.1/2"" 0.4 MM",114,Y,Y,Y,3
12000529,"M4 CIRCLE 18 "" 0.4 MM",114,Y,Y,Y,5
12000530,"M4 CIRCLE 16.5 "" 0.4 MM",114,Y,Y,Y,1
12000531,"M4 CIRCLE 8.25 "" 0.4 MM",114,Y,Y,Y,1
12000544,ELITE 2000ML INNER LID - RIM CUTTING,114,Y,Y,Y,0
12000545,DOUBLE DELIGHT 1.5 KGS INNER BOTTOM (NEW) - RIM CUTTING,114,Y,Y,Y,0
12000555,LUNCH BOX RECTANGLE BOTTOM - SHEAR CUTTING,114,Y,Y,Y,0
12000556,LUNCH BOX RECTANGLE CUP - SHEAR CUTTING,114,Y,Y,Y,0
12000557,LUNCH BOX RECTANGLE CUP LID - SHEAR CUTTING,114,Y,Y,Y,0
12000558,LUNCH BOX RECTANGLE LID - SHEAR CUTTING,114,Y,Y,Y,0
12000562,PUTTU KUDAM BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000567,WATER FILTER 16 LTR D/C BOTTOM - II ND TINKERING,114,Y,Y,Y,0
12000573,AKSHAYAPATHRA SMALL BODY SHEET - SHEAR CUTTINNG,114,Y,Y,Y,0
12000574,ELITE 4000ML INNER BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000575,SMALL CONTAINER BOTTOM POLISH-,114,Y,Y,Y,0
12000600,STEAMER TOP - RIM CUTTING,114,Y,Y,Y,0
12000601,DOUBLE DELIGHT 1.5 KGS INNER BOTTOM (OLD) - RIM CUTTING,114,Y,Y,Y,0
50000182,STORES EXTENSION PARTITION,112,N,Y,Y,0
12001468,TUMBLER 5.5 - POLISHED - DACE,114,Y,Y,Y,127
12000623,ELITE 4000ML OUTER LID - RIM CUTTING,114,Y,Y,Y,0
12000132,TUMBLER 6.5 - POLISHED - LLM,114,Y,Y,Y,191
12000626,TOPE 15 (0.50 MM) BOTTOM - RIM CUTTING,114,Y,Y,Y,0
12000633,IDLY PLATE - RIM CUTTING,114,Y,Y,Y,0
12000634,ELITE 4000ML INNER LID - RIM CUTTING,114,Y,Y,Y,0
12000644,AKSHAYAPATHRA LID - SPOT WELDING,114,Y,Y,Y,0
50000148,ICF W69 DIE SET,112,N,Y,Y,0
12000650,AKSHAYAPATHRA MEDIUM BODY SHEET - LINEAR WELDING,114,Y,Y,Y,1
12000657,BHIMA TRIPLY COOKPOT 16 CM,114,Y,Y,Y,0
12000658,Bhima  TRIPLY COOK POT  - 18 CM,114,Y,Y,Y,0
12000659,Bhima  TRIPLY COOK POT  - 20 CM,114,Y,Y,Y,0
12000662,Bhima TRIPLY FRYPAN 2.5MM BTM - 22 CM,114,Y,Y,Y,0
12000663,Bhima TRIPLY FRYPAN 2.5MM BTM - 26 CM,114,Y,Y,Y,0
12000664,Bhima TRIPLY KADAI 2.5MM LID - 20 CM,114,Y,Y,Y,1
12000665,Bhima TRIPLY KADAI 2.5MM BTM - 20 CM,114,Y,Y,Y,1
12000666,Bhima TRIPLY KADAI 2.5MM LID - 22 CM,114,Y,Y,Y,0
12000667,Bhima TRIPLY KADAI 2.5MM BTM - 22 CM,114,Y,Y,Y,0
12000718,"ELITE THALI FLAT BEADING 11 CIRCLE CUTTING -13 1/4""",114,Y,Y,Y,38
12000669,Bhima TRIPLY KADAI 2.5MM BTM - 24 CM,114,Y,Y,Y,0
12000670,Bhima TRIPLY KADAI 2.5MM LID - 26 CM,114,Y,Y,Y,0
12000671,Bhima TRIPLY KADAI 2.5MM BTM - 26 CM,114,Y,Y,Y,0
12000672,Bhima TRIPLY SAUCEPAN 2.5MM BTM - 16 CM,114,Y,Y,Y,0
12000673,Bhima TRIPLY SAUCEPAN 2.5MM LID - 16 CM,114,Y,Y,Y,0
50000020,HIKVISION 4MP IP DOME CAMERA,112,N,Y,Y,3
12000674,Bhima TRIPLY SAUCEPAN 2.5MM LID - 18 CM,114,Y,Y,Y,0
12000675,Bhima TRIPLY SAUCEPAN 2.5MM BTM - 18 CM,114,Y,Y,Y,0
12000678,Bhima TRIPLY TASLA 2.5MM BTM - 26 CM,114,Y,Y,Y,0
12000679,Bhima TRIPLY TOPE 2.5MM BTM -14 CM,114,Y,Y,Y,0
12000681,Bhima TRIPLY TOPE 2.5MM BTM - 16 CM,114,Y,Y,Y,0
50000021,PROTEK WALL MOUNT SINGLE SECTION RACK,112,N,Y,Y,3
12000683,Bhima TRIPLY TOPE 2.5MM BTM - 18 CM,114,Y,Y,Y,0
12000580,3 LAYER LUNCH BOX-SMALL SEMIPACKED,114,Y,Y,Y,34
12000820,IDLY COOKER 6 PLATE ROD - POLISHING,114,Y,Y,Y,0
12000932,SAMBAR IDLY COOKER 3 PLATE BTM BEEDING,114,Y,Y,Y,1
12000989,DOUBLE DELIGHT-2.0 KGS.-INNER POT,114,Y,Y,Y,0
12001004,DACE-MASALA DABBA NO 2 CUP - POLISHING,114,Y,Y,Y,0
12001008,DACE-MASALA DABBA NO 1 CUP - POLISHING,114,Y,Y,Y,0
12001012,DACE-DOUBLE DELIGHT 2.0 KGS ( COOK & SERVE POT ),114,Y,Y,Y,0
12001013,DACE-IDLY COOKER SET WITH 4 PLATES,114,Y,Y,Y,0
50000010,GOLDSCOPE SD 510 MEASURING INSTRUMENT(IN1002967),112,N,Y,Y,3
12001017,DACE-IDLY COOKER SET WITH 3 PLATES,114,Y,Y,Y,0
12001019,DACE - LUNCH BOX-GOLD -BOTTOM,114,Y,Y,Y,0
12001020,DACE - LUNCH BOX-GOLD -LID,114,Y,Y,Y,0
12001021,DACE - LUNCH BOX-GOLD-PLATE,114,Y,Y,Y,0
12001022,DACE - LUNCH BOX - GOLD PLUS BOTTOM - SHEET,114,Y,Y,Y,0
12001023,DACE - LUNCH BOX - GOLD PLUS LID - SHEET,114,Y,Y,Y,0
12001024,DACE - LUNCH BOX - GOLD PLUS PLATE - SHEET,114,Y,Y,Y,0
12001025,DACE - LUNCH BOX-SILVER-PLATE,114,Y,Y,Y,0
12001716,CLASSIC TURNER BLANK NO.3,114,Y,Y,Y,6
12001026,DACE - LUNCH BOX-SILVER-BOTTOM,114,Y,Y,Y,0
12001027,DACE-MASALA DABBA NO 2 CUP - PRESSING,114,Y,Y,Y,0
12001028,DACE-CIRCLE 10 1/2,114,Y,Y,Y,0
12001029,DACE - LUNCH BOX-SILVER-LID,114,Y,Y,Y,0
12001032,DACE-CIRCLE 10,114,Y,Y,Y,0
12001033,DACE-STEAMER BOTTOM CIRCLE,114,Y,Y,Y,0
12001038,DACE-CIRCLE 11 3/4,114,Y,Y,Y,0
12001039,DACE-CIRCLE 11,114,Y,Y,Y,0
12001041,DACE-CIRCLE 13 1/4,114,Y,Y,Y,0
12001042,DACE-CIRCLE 14 1/2,114,Y,Y,Y,0
12001043,DACE-TUMBLER 6.5 - PRESSING,114,Y,Y,Y,0
12001046,DACE-CIRCLE 15 1/4,114,Y,Y,Y,0
12001047,DACE-CIRCLE 9 1/2,114,Y,Y,Y,0
12001049,DACE-DEEP DABBA NO 1 BOTTOM - PRESSING,114,Y,Y,Y,0
12001054,DACE-DEEP DABBA NO 2 BOTTOM - PRESSING,114,Y,Y,Y,0
12001058,DACE-DEEP DABBA NO 3 BOTTOM - PRESSING,114,Y,Y,Y,0
12001059,VB DACE-TOPE 24 CM LID-PRESSING,114,Y,Y,Y,0
12001061,DACE-TUMBLER 5.0 - PRESSING,114,Y,Y,Y,0
12001063,DACE-TUMBLER 5.5 - PRESSING,114,Y,Y,Y,0
12001067,DACE-TOPE SET (9 - 15) 0.50 MM - 26G WITH OUT 10,114,Y,Y,Y,0
12001069,DACE-TOPE 12 0.50 MM - 26G,114,Y,Y,Y,0
12001075,DACE-QUATER PLATE,114,Y,Y,Y,0
12001077,DACE-DEEP DABBA NO 4 BOTTOM - PRESSING,114,Y,Y,Y,0
12001078,DACE-TOPE 15 - 0.50 MM,114,Y,Y,Y,0
12001079,DACE-TOPE 14 - 0.50 MM,114,Y,Y,Y,0
12001080,DACE-TOPE 13 - 0.50 MM,114,Y,Y,Y,0
12001081,DACE-TOPE 12 - 0.50 MM,114,Y,Y,Y,0
12001082,DACE-DEEP DABBA NO 5 BOTTOM - PRESSING,114,Y,Y,Y,0
12001090,DACE-MASALA DABBA NO 3 CUP - PRESSING,114,Y,Y,Y,0
12001091,DACE-MILK BOILER 1.0 LTR INNER BOTTOM - PRESSING,114,Y,Y,Y,0
12001092,DACE-MILK BOILER 1.0 LTR OUTER BOTTOM - PRESSING,114,Y,Y,Y,0
50000009,DELL COMPUTER(IN600082),112,N,Y,Y,3
50000158,ISI LAB EQUIPMENTS-KOLATHUR,112,N,Y,Y,0
12001093,DACE-MILK BOILER 1.5 LTR INNER BOTTOM - PRESSING,114,Y,Y,Y,0
50000068,MASALA DUBBA NO2 1ST OPERATION,112,N,Y,Y,0
12001094,DACE-MILK BOILER 1.5 LTR OUTER BOTTOM - PRESSING,114,Y,Y,Y,0
12001095,DACE-MILK BOILER 2.0 LTR INNER BOTTOM - PRESSING,114,Y,Y,Y,0
12001096,DACE-MILK BOILER 2.0 LTR OUTER BOTTOM - PRESSING,114,Y,Y,Y,0
12001100,DACE-STEAMER BOTTOM - PRESSING,114,Y,Y,Y,0
12001101,DACE-STEAMER LID - PRESSING,114,Y,Y,Y,0
12001104,DACE-TOPE 9 - 0.50 MM,114,Y,Y,Y,0
12001105,DACE-TOPE 10 - 0.50 MM,114,Y,Y,Y,0
12001106,DACE-TOPE 11 - 0.50 MM,114,Y,Y,Y,0
12001109,VB DACE-TRIPLY TOPE LID OPERTION 16 CM 9,114,Y,Y,Y,0
12001110,DACE-CUP&SAUER SET,114,Y,Y,Y,0
12001124,VB DACE-TRIPLY TOPE LID OPERTION 18 CM 10,114,Y,Y,Y,0
12001130,DACE-TUMBLER 6.0 - PRESSING,114,Y,Y,Y,0
50000008,DELL MONITOR 27''(IN600094),112,N,Y,Y,3
12001137,DACE - CIRCLE 7 3/4 -304-1.2MM,114,Y,Y,Y,0
12001138,DACE-CIRCLE 9 3/4,114,Y,Y,Y,0
12001139,DACE-CIRCLE 7 3/4,114,Y,Y,Y,0
50000012,UPS(IN600059),112,N,Y,Y,3
50000159,ISI LAB EQUIPMENTS-SALEM,112,N,Y,Y,0
12001145,DACE-IDLY COOKER SET WITH 6 PLATES,114,Y,Y,Y,0
12001147,DACE-COFEE DABARA SMALL CIRCLE,114,Y,Y,Y,0
50000011,ISOLATION TRANSFORMER(IN600063),112,N,Y,Y,3
50000047,RUMBLER 18PD INSERT 1ST OPERATION DIE,112,N,Y,Y,0
50000155,GATE ENTRY MODULE,112,N,N,Y,0
12001149,DACE - CIRCLE 11 1/2 -JSLDD-0.6MM,114,Y,Y,Y,0
12001151,DACE-TOPE SET (9 - 15) 0.50 MM - 26G,114,Y,Y,Y,0
12001152,DACE - CIRCLE 11 1/2 -204- 0.4MM,114,Y,Y,Y,0
12001153,DACE - CIRCLE 13 1/2 -204- 0.4MM,114,Y,Y,Y,0
12001156,VB DACE MULTI COOKER VEG STRAINER OPERATION,114,Y,Y,Y,0
50000006,WEIGHING MACHINE TW423 L,112,N,Y,Y,2
50000032,RECTANGULAR 304 LUNCH BOX LID BEADING DIE,112,N,Y,Y,0
50000031,NVR CP UNR 4K4322 V3 WITH SWITCH & RACK,112,N,Y,Y,3
50000119,KADAI 28CM TRIPLY LID DIE,112,N,Y,Y,0
50000039,MASALA DUBBA INNER POLISHING RAM-APV2,112,N,Y,Y,0
12000085,LUNCH BOX - SAPPHIRE LID&PLATE -CIRCLE CUTTING,114,Y,Y,Y,666
12000865,Judge Skimmer Medium Blank-TTK,114,Y,Y,Y,27
50000120,KADAI 26CM TRIPLY LID DIE,112,N,Y,Y,0
14000023,PURCHASE : ACCESORIES,116,N,Y,Y,70
12001157,DACE-BOWL BOTTOM,114,Y,Y,Y,0
50000108,GATE ENTRY MODULE,112,N,Y,Y,1
12000842,Judge Laddle Medium Blank-TTK,114,Y,Y,Y,28
14000050,REIMBURSEMENT OF EXPENSES,116,N,Y,Y,144
12000323,LADDLE NO 5 - BLANK CUTTING,114,Y,Y,Y,67
50000030,CCTV CAMERA CP UNC DA41PL3 V3,112,N,Y,Y,3
50000121,KADAI 30CM TRIPLY LID DIE,112,N,Y,Y,0
12001166,DACE-CIRCLE 5 1/2,114,Y,Y,Y,0
12001172,DACE-3 LAYER LUNCH BOX SMALL,114,Y,Y,Y,0
12001467,TUMBLER 5.0 - POLISHED - DACE,114,Y,Y,Y,103
50000069,"ELITE THALI 11'' CUTTING,TRIMMING,DEBURING RAM",112,N,Y,Y,0
12001191,DACE-CIRCLE 5 1/4,114,Y,Y,Y,0
12001192,DACE-MINI IDLY PLATE,114,Y,Y,Y,0
12001198,DACE-SS-304 1.2 MM 91/2 CIRCLE,114,Y,Y,Y,0
50000063,DIAMOND TIFFEN BOX DIE,112,N,Y,Y,0
50000028,220MM WIDTH SHEET STRIP SHEARING TOOL,112,N,Y,Y,3
12001203,VB DACE-IDLY PLATE OPERATION,114,Y,Y,Y,0
50000071,ELITE THALI 11'' FLAT BEADING DIE,112,N,Y,Y,0
12001209,DACE-IDLY COOKER LID - CIRCLE,114,Y,Y,Y,0
15000418,KADAI 22 & 24 CM MASTER BOX-DACE,117,Y,Y,Y,17
12001210,DACE-COFEE DABARA BIG CIRCLE,114,Y,Y,Y,0
50000149,ICF W45 DIE SET,112,N,Y,Y,0
50000112,OUT CUTTING MACHINE,112,N,Y,Y,3
50000054,DACE DOUBLE DELIGHT 1.5LTR OUTER FOLDING RAM,112,N,Y,Y,0
50000175,AUTO ROTARY LASER MACHINE,112,N,Y,Y,0
50000036,IDLY COOKER LID OUTER POLISHING RAM-APV2,112,N,Y,Y,0
50000025,"CIRCLE CUTTING DIE SET 21-3/4""",112,N,Y,Y,3
12001221,VB DACE VAGARIA BOTTOM OPERATION,114,Y,Y,Y,0
50000072,ELITE THALI 11'' ROUND BEADING DIE,112,N,Y,Y,0
12001222,VB DACE VAGARIA BOTTOM OPERATION,114,Y,Y,Y,0
12001223,DACE-IDLY PLATE STAND-4 PLATES,114,Y,Y,Y,0
50000064,SAUCE PAN 20CM BEADING PLATE,112,N,Y,Y,0
12001224,RUBY LUNCH BOX LID SHEAR CUTTING,114,Y,Y,Y,0
12001225,DACE-IDLY PLATE STAND-6 PLATES,114,Y,Y,Y,0
50000150,ICF R46 DIE SET,112,N,Y,Y,0
50000128,DAIKIN AC 1.5TON,112,N,Y,Y,3
12000331,DESSERT SPOON - BLANK CUTTING,114,Y,Y,Y,1
12001762,"SAIL N2 0.5X9""1/4 CIRCLE",114,Y,Y,Y,0
12001226,RUBY LUNCH BOX BOTTOM SHEAR CUTTING,114,Y,Y,Y,0
12001227,RUBY LUNCH BOX PLATE SHEAR CUTTING,114,Y,Y,Y,0
12001239,INSULATED VESSEL INNER BASE PLATE,114,Y,Y,Y,0
50000037,IDLY COOKER LID INNER POLISHING RAM-APV2,112,N,Y,Y,0
50000151,ICF W38 DIE SET,112,N,Y,Y,0
12000547,INSULATED VESSEL MINI OUTER BODY SHEET - SHEAR CUTTING,114,Y,Y,Y,2
50000152,VB DACE 30CM KADAI RAM,112,N,Y,Y,0
16000067,`,102,Y,Y,Y,1
50000065,SAUCE PAN 16CM BEADING PLATE,112,N,Y,Y,0
50000070,MASALA DUBBA 1NO 1ST OPERATION DIE,112,N,Y,Y,0
50000067,SAPPHIRE LID PRESSING DIE,112,N,Y,Y,0
50000170,FIBER LASER MARKING MACHINE,112,N,Y,Y,3
50000061,CORAL LUNCH BOX DIE SET,112,N,Y,Y,0
12000070,WATER FILTER 22 LTR D/C TOP BODY SHEET - SHEAR CUTTING,114,Y,Y,Y,50
12001517,SAMBAR IDLY COOKER 4 PLATE BOTTOM SPOT WELDING,114,Y,Y,Y,45
50000074,ANANDA GLASS PRESSING DIE,112,N,Y,Y,0
50000171,AC SPOT WELDING MACHINE KSPL-35,112,N,Y,Y,1
50000029,SPEED FACE V5L DISPLAY BIOMETRIC-ZKTECO,112,N,Y,Y,3
12000472,RICE SERVER - POLISHED LLM,114,Y,Y,Y,87
10000169,LLM SS UTENSILS -30 PCS,113,Y,Y,Y,900
50000166,3HP MONOBLOCK PUMP,112,N,Y,Y,3
50000062,RUBY LUNCH BOX LID DIE,112,N,Y,Y,0
50000085,NEW SHED - SBU,112,N,Y,Y,0
50000086,ELECTRICAL FITTINGS SBU NEW SHED,112,N,Y,Y,0
12001338,INSULATED VESSEL MEDIUM INNER BOTTOM - 1 ST TINKERING,114,Y,Y,Y,1
12000172,IDLY COOKER 6 PLATE BOTTOM - POLISHED-LLM,114,Y,Y,Y,234
50000107,EPSON V39 SCANNER,112,N,Y,Y,3
50000026,SAMSUNG TAB A9 PLUS,112,N,Y,Y,3
50000027,JABRA 510 MS SPEAKER,112,N,Y,Y,3
50000066,INSULATED LUNCH BOX BEADING CUTTING OPERATION DIE,112,N,Y,Y,0
12000401,LUNCH BOX CORAL PLATE/LID - CIRCLE CUTTING,114,Y,Y,Y,9
50000080,CHAI CHEF POT 1ST OPERATION DIE,112,N,Y,Y,0
50000050,RUMBLER 16PD INSERT 1ST OPERATION DIE,112,N,Y,Y,0
50000081,MASALA DUBBA NO1 BEADING DIE,112,N,Y,Y,0
50000083,CHAI CHEF POT 2ND OPERATION DIE,112,N,Y,Y,0
50000087,SECURITY BUILDING NEW-KOLATHUR,112,N,Y,Y,0
50000056,DACE DOUBLE DELIGHT 1.5LTR OUTER BOTTOM FOLDING RAM,112,N,Y,Y,0
50000038,MASALA DUBBA OUTER POLISHING RAM-APV2,112,N,Y,Y,0
50000051,DACE DOUBLE DELIGHT 1.5LTR LID TRIMING RAM,112,N,Y,Y,0
12001256,DOUBLE DELIGHT 1.5 KGS BOTTOM (OLD) - PUFF FILLING,114,Y,Y,Y,1
50000015,COBB SIZING TESTER  MACHINE,112,N,Y,Y,3
12001263,PRIDE WATER JUG BOTTOM - PIN WELDING,114,Y,Y,Y,1
12001275,PRIDE WATER JUG BOTTOM - BASE WELDING,114,Y,Y,Y,3
12000726,SOUP SPOON - BLANK CUTTING,114,Y,Y,Y,0
12001276,PRIDE WATER JUG BOTTOM - HANDLE WELDING,114,Y,Y,Y,3
12000864,Judge Skimmer Medium Polished-TTK,114,Y,Y,Y,45
12001288,SEPARATER (160X52MM) BEEDING-TTK,114,Y,Y,Y,1
12000712,ELITE THALI FLAT BEADING PLATE 11,114,Y,Y,Y,16
15000012,LUNCH BAG 4 LAYER BIG - DACE,117,Y,Y,Y,1
12001297,Insulated 1 KG Inner Bottom - Operation,114,Y,Y,Y,1
12001298,Insulated 1 KG Outer Bottom - Operation,114,Y,Y,Y,1
12000733,ICE CREAM SPOON - BLANK CUTTING,114,Y,Y,Y,39
12001302,Insulated 3 KG Inner Bottom - Operation,114,Y,Y,Y,1
12001303,Insulated 3 KG Outer Bottom - Operation,114,Y,Y,Y,1
12001305,Insulated 2 KG Inner Bottom - Operation,114,Y,Y,Y,1
12001306,Insulated 2 KG Outer Bottom - Operation,114,Y,Y,Y,1
15000013,LUNCH BAG 4 LAYER SMALL - DACE,117,Y,Y,Y,1
50000016,ELECTRONIC GSM TESTER MACHINE,112,N,Y,Y,3
12001317,INSTA NO 3 LID - BEADING,114,Y,Y,Y,1
12001319,INSULATED VESSEL SMALL BOTTOM -BEADING,114,Y,Y,Y,0
50000022,SECURITY CABIN,112,N,Y,Y,3
12001322,LUNCH BOX - SAPPHIRE BTM - PRESSING,114,Y,Y,Y,1
12001323,KUMCHA NO 3 (0.50 MM) - BEADING,114,Y,Y,Y,7
50000130,SAIL BHOJAN RECTANGULAR PLATE 2nd OPERATION,112,N,Y,Y,0
12001325,INSULATED VESSEL OUTER BASE PLATE -TRIMMING,114,Y,Y,Y,3
12001327,LUNCH BOX- RUBY LId-PRESSING,114,Y,Y,Y,1
12001329,LUNCH BOX - SAPPHIRE BTM -BEEDING,114,Y,Y,Y,1
12001330,INSULATED VESSEL MEDIUM BOTTOM -BEADING,114,Y,Y,Y,1
12001331,INSULATED VESSEL MEDIUM INNER BODY SHEET - LINEAR WELDING,114,Y,Y,Y,1
12001332,INSULATED VESSEL LID -BEADING,114,Y,Y,Y,1
12001333,INSULATED VESSEL BIG OUTER BODY SHEET - LINEAR WELDING,114,Y,Y,Y,0
50000014,BURSTING STRENGTH TESTER MACHINE,112,N,Y,Y,3
50000078,INSULATED TIFFEN CARRIER INNER LID PRESSING DIE,112,N,Y,Y,0
50000057,DACE DOUBLE DELIGHT 1.5LTR INNER BOTTOM FOLDING RAM,112,N,Y,Y,0
12001334,INSULATED VESSEL BIG OUTER BOTTOM - BASE WELDING,114,Y,Y,Y,3
12001336,LUNCH BOX - SAPPHIRE PLATE -PRESSING,114,Y,Y,Y,6
12001337,INSULATED VESSEL MEDIUM OUTER BOTTOM - BASE WELDING,114,Y,Y,Y,1
12000112,RICE SPOON - BLANK CUTTING,114,Y,Y,Y,7
12001339,INSULATED VESSEL MEDIUM INNER BOTTOM - BASE WELDING,114,Y,Y,Y,1
50000041,HEAT EXCHANGER TX104-18PLATES,112,N,Y,Y,3
12001344,SLICER LADDLE - BLANK CUTTING,114,Y,Y,Y,0
12000153,INSULATED VESSEL BIG INNER BODY SHEET - SHEAR CUTTING,114,Y,Y,Y,91
17000131,SS-202   0.50MM,115,Y,Y,Y,7
12000819,IDLY COOKER BODY SHEET - LINEAR WELDING,114,Y,Y,Y,5
50000090,NEW BUILDING - KOLATHUR,112,N,Y,Y,0
17000241,SS 304 SLITTED BLANK (0.6X278),115,Y,Y,Y,1
12001455,LUNCH BOX - SAPPHIRE BTM - SHEAR CUTTING,114,Y,Y,Y,0
16000298,BUTTERFLY LOGO PRINTED WHITE TAG,102,Y,Y,Y,0
50000113,OFFICE EQUIPMENTS NEW BUILDING - KOLATHUR,112,N,Y,Y,0
