Account,AcctName,PartyOrShortName,TransType,SourceKind,TransId,Line_ID,BaseRef,RefDate,DueDate,Debit,Credit,FCDebit,FCCredit,FCCurrency,OriginalSigned,OriginalFCSigned,ReconSignedToCutoff,ReconFCSignedToCutoff,OpenSignedAsOfCutoff,OpenFCSignedAsOfCutoff,SourceDocEntry,SourceDocNum,SourceCardCode,SourceCardName,SourceDocTotal,SourceCurrency,SourceExternalRef
1202101,DEBTORS (DOMESTIC),C00001,13,Sales Invoice,14838,0,252700001,2024-07-19T00:00:00,2024-08-18T00:00:00,50384.06,0.0,0.0,0.0,,50384.06,0.0,0.0,0.0,50384.06,0.0,8638,252700001,C00001,AMBROSIA HITECH,50384.06,INR,253301639
1202101,DEBTORS (DOMESTIC),C00001,13,Sales Invoice,32863,0,110033004,2024-12-09T00:00:00,2025-01-08T00:00:00,75040.0,0.0,0.0,0.0,,75040.0,0.0,0.0,0.0,75040.0,0.0,11463,110033004,C00001,AMBROSIA HITECH,75040.0,INR,DN
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,104534,0,263301732,2025-08-14T00:00:00,2025-08-14T00:00:00,1232262.0,0.0,0.0,0.0,,1232262.0,0.0,1224438.97,0.0,7823.03,0.0,18130,263301732,C00012,MADHA TRADERS,1232262.0,INR,Scrap
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,108357,0,263301852,2025-08-25T00:00:00,2025-08-25T00:00:00,313699.98,0.0,0.0,0.0,,313699.98,0.0,308434.0,0.0,5265.98,0.0,18465,263301852,C00012,MADHA TRADERS,313699.98,INR,TN04AE0418 - Scrap
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,109453,0,263301881,2025-08-28T00:00:00,2025-08-28T00:00:00,266521.34,0.0,0.0,0.0,,266521.34,0.0,262048.0,0.0,4473.34,0.0,18590,263301881,C00012,MADHA TRADERS,266521.34,INR,K
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,127454,0,263302512,2025-09-29T00:00:00,2025-09-29T00:00:00,996953.74,0.0,0.0,0.0,,996953.74,0.0,980223.0,0.0,16730.74,0.0,19826,263302512,C00012,MADHA TRADERS,996953.74,INR,Scrap
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,155527,0,263303261,2025-11-27T00:00:00,2025-11-27T00:00:00,1157114.28,0.0,0.0,0.0,,1157114.28,0.0,1137696.0,0.0,19418.28,0.0,21563,263303261,C00012,MADHA TRADERS,1157114.28,INR,Scrap sales
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,156479,0,263303303,2025-11-29T00:00:00,2025-11-29T00:00:00,317559.72,0.0,0.0,0.0,,317559.72,0.0,312230.64,0.0,5329.08,0.0,21677,263303303,C00012,MADHA TRADERS,317559.72,INR,Scrap
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,168533,0,263303626,2025-12-24T00:00:00,2025-12-24T00:00:00,336144.64,0.0,0.0,0.0,,336144.64,0.0,330503.65,0.0,5640.99,0.0,22421,263303626,C00012,MADHA TRADERS,336144.64,INR,Scrap
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,168538,0,263303627,2025-12-24T00:00:00,2025-12-24T00:00:00,196379.21,0.0,0.0,0.0,,196379.21,0.0,193083.71,0.0,3295.5,0.0,22422,263303627,C00012,MADHA TRADERS,196379.21,INR,Scrap
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,203569,0,263304819,2026-03-13T00:00:00,2026-03-13T00:00:00,1226440.41,0.0,0.0,0.0,,1226440.41,0.0,1205858.0,0.0,20582.41,0.0,24927,263304819,C00012,MADHA TRADERS,1226440.41,INR,SCRAP
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,204228,0,263304830,2026-03-14T00:00:00,2026-03-14T00:00:00,310084.29,0.0,0.0,0.0,,310084.29,0.0,304880.0,0.0,5204.29,0.0,24961,263304830,C00012,MADHA TRADERS,310084.29,INR,Scrap
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,205199,0,263304842,2026-03-17T00:00:00,2026-03-17T00:00:00,212151.15,0.0,0.0,0.0,,212151.15,0.0,208591.0,0.0,3560.15,0.0,25005,263304842,C00012,MADHA TRADERS,212151.15,INR,Scrap
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,206602,0,263304867,2026-03-20T00:00:00,2026-03-20T00:00:00,154920.78,0.0,0.0,0.0,,154920.78,0.0,146922.44,0.0,7998.34,0.0,25079,263304867,C00012,MADHA TRADERS,154920.78,INR,SCRAP
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,208800,0,263304896,2026-03-25T00:00:00,2026-03-25T00:00:00,277633.82,0.0,0.0,0.0,,277633.82,0.0,0.0,0.0,277633.82,0.0,25178,263304896,C00012,MADHA TRADERS,277633.82,INR,SCRAP
1202101,DEBTORS (DOMESTIC),C00012,13,Sales Invoice,211758,0,263304955,2026-03-30T00:00:00,2026-03-30T00:00:00,220362.58,0.0,0.0,0.0,,220362.58,0.0,0.0,0.0,220362.58,0.0,25364,263304955,C00012,MADHA TRADERS,220362.58,INR,Scrap
1202101,DEBTORS (DOMESTIC),C00013,14,Sales Credit Memo,211348,0,252612293,2026-03-30T00:00:00,2026-03-30T00:00:00,0.0,10107.48,0.0,0.0,,-10107.48,0.0,0.0,0.0,-10107.48,0.0,6169,252612293,C00013,SRI SASTHA AGENCIES,10107.48,INR,LLM-TOD Festive Scheme- Oct'25
1202101,DEBTORS (DOMESTIC),C00013,14,Sales Credit Memo,211349,0,252612294,2026-03-30T00:00:00,2026-03-30T00:00:00,0.0,2526.87,0.0,0.0,,-2526.87,0.0,-1496.89,0.0,-1029.98,0.0,6170,252612294,C00013,SRI SASTHA AGENCIES,2526.87,INR,LLM-Sales Man Incentive Festive Scheme- Oct'25
1202101,DEBTORS (DOMESTIC),C00013,14,Sales Credit Memo,211555,0,252612319,2026-03-30T00:00:00,2026-03-30T00:00:00,0.0,45121.09,0.0,0.0,,-45121.09,0.0,0.0,0.0,-45121.09,0.0,6207,252612319,C00013,SRI SASTHA AGENCIES,45121.09,INR,LLM-New Year Scheme(Nov'25- Jan'26) Dealer Secondary Scheme
1202101,DEBTORS (DOMESTIC),C00023,14,Sales Credit Memo,211184,0,252603210,2026-03-30T00:00:00,2026-03-30T00:00:00,0.0,432.22,0.0,0.0,,-432.22,0.0,0.0,0.0,-432.22,0.0,6065,252603210,C00023,SAI RAM AGENCIES,432.22,INR,LLM-Product scheme-Festive Scheme- Oct'25
1202101,DEBTORS (DOMESTIC),C00023,14,Sales Credit Memo,211480,0,252602218,2026-03-30T00:00:00,2026-03-30T00:00:00,0.0,34740.0,0.0,0.0,,-34740.0,0.0,-11258.87,0.0,-23481.13,0.0,6185,252602218,C00023,SAI RAM AGENCIES,34740.0,INR,LLM-Distributor Tieup (Nov'25- Jan'26)
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,172008,0,263200683,2025-12-31T00:00:00,2026-01-30T00:00:00,260893.58,0.0,0.0,0.0,,260893.58,0.0,0.0,0.0,260893.58,0.0,22672,263200683,C00031,PRANAVAM SALES CORPORATION,260893.58,INR,Wed 31-12-2025 18:47
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,172262,0,263200685,2025-12-31T00:00:00,2026-01-30T00:00:00,59702.78,0.0,0.0,0.0,,59702.78,0.0,0.0,0.0,59702.78,0.0,22679,263200685,C00031,PRANAVAM SALES CORPORATION,59702.78,INR,Pending from chennai
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,172537,0,263303810,2025-12-31T00:00:00,2026-01-30T00:00:00,246241.0,0.0,0.0,0.0,,246241.0,0.0,175638.4,0.0,70602.6,0.0,22803,263303810,C00031,PRANAVAM SALES CORPORATION,246241.0,INR,Pending from chennai
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,172963,0,263303879,2025-12-31T00:00:00,2026-01-30T00:00:00,89002.87,0.0,0.0,0.0,,89002.87,0.0,0.0,0.0,89002.87,0.0,22898,263303879,C00031,PRANAVAM SALES CORPORATION,89002.87,INR,Pending from chennai
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,173044,0,263200689,2025-12-31T00:00:00,2026-01-30T00:00:00,34952.92,0.0,0.0,0.0,,34952.92,0.0,0.0,0.0,34952.92,0.0,22922,263200689,C00031,PRANAVAM SALES CORPORATION,34952.92,INR,PO DATE
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,185250,0,263200730,2026-01-31T00:00:00,2026-03-02T00:00:00,49861.33,0.0,0.0,0.0,,49861.33,0.0,0.0,0.0,49861.33,0.0,23552,263200730,C00031,PRANAVAM SALES CORPORATION,49861.33,INR,PO date 31.01.26 from Deva
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,186240,0,263304322,2026-01-31T00:00:00,2026-03-02T00:00:00,18411.79,0.0,0.0,0.0,,18411.79,0.0,0.0,0.0,18411.79,0.0,23830,263304322,C00031,PRANAVAM SALES CORPORATION,18411.79,INR,PO date 31.01.26 from Deva
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,193872,0,263304452,2026-02-19T00:00:00,2026-03-21T00:00:00,19775.36,0.0,0.0,0.0,,19775.36,0.0,0.0,0.0,19775.36,0.0,24163,263304452,C00031,PRANAVAM SALES CORPORATION,19775.36,INR,PO FRM BM Wed 18-02-2026 15:55
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,198944,0,263304668,2026-02-28T00:00:00,2026-03-30T00:00:00,184202.0,0.0,0.0,0.0,,184202.0,0.0,0.0,0.0,184202.0,0.0,24609,263304668,C00031,PRANAVAM SALES CORPORATION,184202.0,INR,PO FRM BM Fri 27-02-2026 22:52
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,199102,0,263304696,2026-02-28T00:00:00,2026-03-30T00:00:00,248869.2,0.0,0.0,0.0,,248869.2,0.0,0.0,0.0,248869.2,0.0,24642,263304696,C00031,PRANAVAM SALES CORPORATION,248869.2,INR,PO FRM BM Fri 27-02-2026 22:52
1202101,DEBTORS (DOMESTIC),C00031,13,Sales Invoice,199770,0,263304762,2026-02-28T00:00:00,2026-03-30T00:00:00,37573.2,0.0,0.0,0.0,,37573.2,0.0,0.0,0.0,37573.2,0.0,24743,263304762,C00031,PRANAVAM SALES CORPORATION,37573.2,INR,PO FRM BM Wed 18-02-2026 15:55
1202101,DEBTORS (DOMESTIC),C00042,13,Sales Invoice,62320,0,263300011,2025-04-07T00:00:00,2025-04-22T00:00:00,70979.85,0.0,0.0,0.0,,70979.85,0.0,13285.98,0.0,57693.87,0.0,14111,263300011,C00042,GAJAM INDIA PRIVATE LIMITED,70979.85,INR,8469 / 18.03.2025
1202101,DEBTORS (DOMESTIC),C00042,13,Sales Invoice,62322,0,263300012,2025-04-07T00:00:00,2025-04-22T00:00:00,70979.85,0.0,0.0,0.0,,70979.85,0.0,0.0,0.0,70979.85,0.0,14112,263300012,C00042,GAJAM INDIA PRIVATE LIMITED,70979.85,INR,8488 / 22.03.2025
1202101,DEBTORS (DOMESTIC),C00042,13,Sales Invoice,63960,0,263300062,2025-04-15T00:00:00,2025-04-30T00:00:00,35489.93,0.0,0.0,0.0,,35489.93,0.0,0.0,0.0,35489.93,0.0,14229,263300062,C00042,GAJAM INDIA PRIVATE LIMITED,35489.93,INR,8600
1202101,DEBTORS (DOMESTIC),C00042,13,Sales Invoice,65322,0,263300117,2025-04-22T00:00:00,2025-05-07T00:00:00,70979.85,0.0,0.0,0.0,,70979.85,0.0,0.0,0.0,70979.85,0.0,14354,263300117,C00042,GAJAM INDIA PRIVATE LIMITED,70979.85,INR,8632
1202101,DEBTORS (DOMESTIC),C00047,13,Sales Invoice,14205,0,253300006,2024-06-12T00:00:00,2024-06-27T00:00:00,2583916.38,0.0,0.0,0.0,,2583916.38,0.0,1936742.93,0.0,647173.45,0.0,8006,253300006,C00047,MATRIX SOLUTIONS,2583916.38,INR,253301068
1202101,DEBTORS (DOMESTIC),C00047,13,Sales Invoice,14282,0,253300049,2024-06-12T00:00:00,2024-06-27T00:00:00,257919.53,0.0,0.0,0.0,,257919.53,0.0,0.0,0.0,257919.53,0.0,8083,253300049,C00047,MATRIX SOLUTIONS,257919.53,INR,253301067
1202101,DEBTORS (DOMESTIC),C00047,13,Sales Invoice,14519,0,253300184,2024-06-12T00:00:00,2024-06-27T00:00:00,101206.17,0.0,0.0,0.0,,101206.17,0.0,0.0,0.0,101206.17,0.0,8320,253300184,C00047,MATRIX SOLUTIONS,101206.17,INR,253301069
1202101,DEBTORS (DOMESTIC),C00047,13,Sales Invoice,14241,0,253300024,2024-06-13T00:00:00,2024-06-28T00:00:00,517503.41,0.0,0.0,0.0,,517503.41,0.0,0.0,0.0,517503.41,0.0,8042,253300024,C00047,MATRIX SOLUTIONS,517503.41,INR,253301073
1202101,DEBTORS (DOMESTIC),C00047,13,Sales Invoice,14261,0,253300040,2024-06-13T00:00:00,2024-06-28T00:00:00,334887.23,0.0,0.0,0.0,,334887.23,0.0,0.0,0.0,334887.23,0.0,8062,253300040,C00047,MATRIX SOLUTIONS,334887.23,INR,253301070
1202101,DEBTORS (DOMESTIC),C00047,13,Sales Invoice,15217,0,253300524,2024-06-13T00:00:00,2024-06-28T00:00:00,21720.02,0.0,0.0,0.0,,21720.02,0.0,0.0,0.0,21720.02,0.0,9017,253300524,C00047,MATRIX SOLUTIONS,21720.02,INR,253301071
1202101,DEBTORS (DOMESTIC),C00047,13,Sales Invoice,15610,0,253300697,2024-08-26T00:00:00,2024-09-10T00:00:00,2376.56,0.0,0.0,0.0,,2376.56,0.0,0.0,0.0,2376.56,0.0,9410,253300697,C00047,MATRIX SOLUTIONS,2376.56,INR,253302142
1202101,DEBTORS (DOMESTIC),C00053,13,Sales Invoice,198677,0,263700619,2026-02-28T00:00:00,2026-03-30T00:00:00,86315.59,0.0,0.0,0.0,,86315.59,0.0,0.0,0.0,86315.59,0.0,24488,263700619,C00053,VASAVI AGENCIES,86315.59,INR,PO date 28.02.2026
1202101,DEBTORS (DOMESTIC),C00053,13,Sales Invoice,198905,0,263304655,2026-02-28T00:00:00,2026-03-30T00:00:00,75078.29,0.0,0.0,0.0,,75078.29,0.0,74860.24,0.0,218.05,0.0,24591,263304655,C00053,VASAVI AGENCIES,75078.29,INR,PO date 28.02.2026
1202101,DEBTORS (DOMESTIC),C00053,13,Sales Invoice,211063,0,263700630,2026-03-29T00:00:00,2026-04-28T00:00:00,94031.13,0.0,0.0,0.0,,94031.13,0.0,0.0,0.0,94031.13,0.0,25301,263700630,C00053,VASAVI AGENCIES,94031.13,INR,PO date 28.03.26 from RM
1202101,DEBTORS (DOMESTIC),C00053,13,Sales Invoice,211827,0,263700646,2026-03-31T00:00:00,2026-04-30T00:00:00,53491.55,0.0,0.0,0.0,,53491.55,0.0,0.0,0.0,53491.55,0.0,25373,263700646,C00053,VASAVI AGENCIES,53491.55,INR,PO date 30.03.26 - from RM 21.17PM
1202101,DEBTORS (DOMESTIC),C00053,13,Sales Invoice,212082,0,263304964,2026-03-31T00:00:00,2026-04-30T00:00:00,11179.73,0.0,0.0,0.0,,11179.73,0.0,0.0,0.0,11179.73,0.0,25391,263304964,C00053,VASAVI AGENCIES,11179.73,INR,PO date 30.03.26 - from RM 21.17PM
1202101,DEBTORS (DOMESTIC),C00053,13,Sales Invoice,212267,0,263304991,2026-03-31T00:00:00,2026-04-30T00:00:00,72373.18,0.0,0.0,0.0,,72373.18,0.0,0.0,0.0,72373.18,0.0,25427,263304991,C00053,VASAVI AGENCIES,72373.18,INR,PO date 28.03.26 from RM
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,119317,0,263302298,2025-09-23T00:00:00,2025-10-08T00:00:00,1437746.3,0.0,0.0,0.0,,1437746.3,0.0,1062030.65,0.0,375715.65,0.0,19445,263302298,C00057,VB DACE APPLIANCES PVT LTD,1437746.3,INR,PO Recd on 23.09 by Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,130583,0,263302810,2025-10-06T00:00:00,2025-10-21T00:00:00,59000.0,0.0,0.0,0.0,,59000.0,0.0,20000.0,0.0,39000.0,0.0,20285,263302810,C00057,VB DACE APPLIANCES PVT LTD,59000.0,INR,
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,133444,0,263302817,2025-10-08T00:00:00,2025-10-23T00:00:00,98175.0,0.0,0.0,0.0,,98175.0,0.0,0.0,0.0,98175.0,0.0,20328,263302817,C00057,VB DACE APPLIANCES PVT LTD,98175.0,INR,Deva sent by mail on 8TH OCT
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,134539,0,263302829,2025-10-10T00:00:00,2025-10-25T00:00:00,175560.0,0.0,0.0,0.0,,175560.0,0.0,0.0,0.0,175560.0,0.0,20370,263302829,C00057,VB DACE APPLIANCES PVT LTD,175560.0,INR,Deva sent by mail on 8TH OCT
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,135709,0,263302847,2025-10-14T00:00:00,2025-10-29T00:00:00,39096.75,0.0,0.0,0.0,,39096.75,0.0,0.0,0.0,39096.75,0.0,20435,263302847,C00057,VB DACE APPLIANCES PVT LTD,39096.75,INR,Mansoor Mail on 14.10
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,135767,0,263302849,2025-10-14T00:00:00,2025-10-29T00:00:00,525656.43,0.0,0.0,0.0,,525656.43,0.0,0.0,0.0,525656.43,0.0,20448,263302849,C00057,VB DACE APPLIANCES PVT LTD,525656.43,INR,Mansoor Mail on 14.10
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,138396,0,263302897,2025-10-22T00:00:00,2025-11-06T00:00:00,507202.68,0.0,0.0,0.0,,507202.68,0.0,0.0,0.0,507202.68,0.0,20582,263302897,C00057,VB DACE APPLIANCES PVT LTD,507202.68,INR,Kamaraj Mail on 17.10
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,138399,0,263302898,2025-10-22T00:00:00,2025-11-06T00:00:00,424.8,0.0,0.0,0.0,,424.8,0.0,0.0,0.0,424.8,0.0,20583,263302898,C00057,VB DACE APPLIANCES PVT LTD,424.8,INR,Kamaraj Mail on 17.10
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,143700,0,263303127,2025-10-31T00:00:00,2025-11-15T00:00:00,59000.0,0.0,0.0,0.0,,59000.0,0.0,0.0,0.0,59000.0,0.0,21065,263303127,C00057,VB DACE APPLIANCES PVT LTD,59000.0,INR,
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,145824,0,263303153,2025-11-07T00:00:00,2025-11-22T00:00:00,618067.92,0.0,0.0,0.0,,618067.92,0.0,0.0,0.0,618067.92,0.0,21174,263303153,C00057,VB DACE APPLIANCES PVT LTD,618067.92,INR,Mail recd on 7.11
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,145828,0,263303154,2025-11-07T00:00:00,2025-11-22T00:00:00,39096.75,0.0,0.0,0.0,,39096.75,0.0,0.0,0.0,39096.75,0.0,21176,263303154,C00057,VB DACE APPLIANCES PVT LTD,39096.75,INR,Mail recd on 7.11
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,155369,0,263303255,2025-11-27T00:00:00,2025-12-12T00:00:00,735402.04,0.0,0.0,0.0,,735402.04,0.0,0.0,0.0,735402.04,0.0,21539,263303255,C00057,VB DACE APPLIANCES PVT LTD,735402.04,INR,Mail date 27.11.2025
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,155404,0,263303256,2025-11-27T00:00:00,2025-12-12T00:00:00,41879.96,0.0,0.0,0.0,,41879.96,0.0,0.0,0.0,41879.96,0.0,21540,263303256,C00057,VB DACE APPLIANCES PVT LTD,41879.96,INR,Mail date 27.11.2025
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,157066,0,263303445,2025-11-30T00:00:00,2025-12-15T00:00:00,59000.0,0.0,0.0,0.0,,59000.0,0.0,0.0,0.0,59000.0,0.0,21880,263303445,C00057,VB DACE APPLIANCES PVT LTD,59000.0,INR,Rental inv
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,160911,0,263303518,2025-12-11T00:00:00,2025-12-26T00:00:00,17586.13,0.0,0.0,0.0,,17586.13,0.0,0.0,0.0,17586.13,0.0,22097,263303518,C00057,VB DACE APPLIANCES PVT LTD,17586.13,INR,Mail from Rajavel
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,163052,0,263303551,2025-12-15T00:00:00,2025-12-30T00:00:00,46916.1,0.0,0.0,0.0,,46916.1,0.0,0.0,0.0,46916.1,0.0,22184,263303551,C00057,VB DACE APPLIANCES PVT LTD,46916.1,INR,Ref Paramasivan
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,163061,0,263303552,2025-12-15T00:00:00,2025-12-30T00:00:00,406230.62,0.0,0.0,0.0,,406230.62,0.0,0.0,0.0,406230.62,0.0,22190,263303552,C00057,VB DACE APPLIANCES PVT LTD,406230.62,INR,Ref. Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,163062,0,263303553,2025-12-15T00:00:00,2025-12-30T00:00:00,1416.0,0.0,0.0,0.0,,1416.0,0.0,0.0,0.0,1416.0,0.0,22191,263303553,C00057,VB DACE APPLIANCES PVT LTD,1416.0,INR,Ref. Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,166451,0,263303595,2025-12-20T00:00:00,2026-01-04T00:00:00,82545.31,0.0,0.0,0.0,,82545.31,0.0,0.0,0.0,82545.31,0.0,22322,263303595,C00057,VB DACE APPLIANCES PVT LTD,82545.31,INR,Mail date 20.12.2025 from Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,172659,0,263303825,2025-12-31T00:00:00,2026-01-15T00:00:00,59000.0,0.0,0.0,0.0,,59000.0,0.0,0.0,0.0,59000.0,0.0,22831,263303825,C00057,VB DACE APPLIANCES PVT LTD,59000.0,INR,Rental for Dec'25
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,178144,0,263303963,2026-01-13T00:00:00,2026-01-28T00:00:00,787337.8,0.0,0.0,0.0,,787337.8,0.0,0.0,0.0,787337.8,0.0,23150,263303963,C00057,VB DACE APPLIANCES PVT LTD,787337.8,INR,Mail dated  13.01.2026
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,183104,0,263304053,2026-01-29T00:00:00,2026-02-13T00:00:00,332426.87,0.0,0.0,0.0,,332426.87,0.0,0.0,0.0,332426.87,0.0,23424,263304053,C00057,VB DACE APPLIANCES PVT LTD,332426.87,INR,Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,185412,0,263304126,2026-01-31T00:00:00,2026-02-15T00:00:00,59000.0,0.0,0.0,0.0,,59000.0,0.0,0.0,0.0,59000.0,0.0,23572,263304126,C00057,VB DACE APPLIANCES PVT LTD,59000.0,INR,Rental for the month of Jan'2026
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,197181,0,263304530,2026-02-26T00:00:00,2026-03-13T00:00:00,108330.63,0.0,0.0,0.0,,108330.63,0.0,0.0,0.0,108330.63,0.0,24340,263304530,C00057,VB DACE APPLIANCES PVT LTD,108330.63,INR,Mail dated 23.02.2026
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,197194,0,263304531,2026-02-26T00:00:00,2026-03-13T00:00:00,937716.58,0.0,0.0,0.0,,937716.58,0.0,0.0,0.0,937716.58,0.0,24343,263304531,C00057,VB DACE APPLIANCES PVT LTD,937716.58,INR,VB DACE - Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,197272,0,263304535,2026-02-27T00:00:00,2026-03-14T00:00:00,176888.08,0.0,0.0,0.0,,176888.08,0.0,0.0,0.0,176888.08,0.0,24348,263304535,C00057,VB DACE APPLIANCES PVT LTD,176888.08,INR,VB DACE - Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,197985,0,263304553,2026-02-28T00:00:00,2026-03-15T00:00:00,60171.55,0.0,0.0,0.0,,60171.55,0.0,0.0,0.0,60171.55,0.0,24405,263304553,C00057,VB DACE APPLIANCES PVT LTD,60171.55,INR,"Mr.Paramasivan,"
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,198985,0,263304670,2026-02-28T00:00:00,2026-03-15T00:00:00,59000.0,0.0,0.0,0.0,,59000.0,0.0,0.0,0.0,59000.0,0.0,24612,263304670,C00057,VB DACE APPLIANCES PVT LTD,59000.0,INR,
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,199355,0,263304710,2026-02-28T00:00:00,2026-03-15T00:00:00,120040.53,0.0,0.0,0.0,,120040.53,0.0,0.0,0.0,120040.53,0.0,24669,263304710,C00057,VB DACE APPLIANCES PVT LTD,120040.53,INR,Mr.Parama & Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,199398,0,263304711,2026-02-28T00:00:00,2026-03-15T00:00:00,252806.43,0.0,0.0,0.0,,252806.43,0.0,0.0,0.0,252806.43,0.0,24670,263304711,C00057,VB DACE APPLIANCES PVT LTD,252806.43,INR,Stock - Billing
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,199514,0,263304712,2026-02-28T00:00:00,2026-03-15T00:00:00,314347.8,0.0,0.0,0.0,,314347.8,0.0,0.0,0.0,314347.8,0.0,24678,263304712,C00057,VB DACE APPLIANCES PVT LTD,314347.8,INR,Stock - Billing
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,199516,0,263304713,2026-02-28T00:00:00,2026-03-15T00:00:00,21423.05,0.0,0.0,0.0,,21423.05,0.0,0.0,0.0,21423.05,0.0,24679,263304713,C00057,VB DACE APPLIANCES PVT LTD,21423.05,INR,Mr.Parama & Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,199927,0,263304770,2026-02-28T00:00:00,2026-03-15T00:00:00,6329.04,0.0,0.0,0.0,,6329.04,0.0,0.0,0.0,6329.04,0.0,24756,263304770,C00057,VB DACE APPLIANCES PVT LTD,6329.04,INR,Mr.Parama & Mr.Mansoor
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,200593,0,263304781,2026-03-04T00:00:00,2026-03-19T00:00:00,5159.65,0.0,0.0,0.0,,5159.65,0.0,0.0,0.0,5159.65,0.0,24786,263304781,C00057,VB DACE APPLIANCES PVT LTD,5159.65,INR,VB DACE LITE
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,202456,0,263304806,2026-03-11T00:00:00,2026-03-26T00:00:00,21208.93,0.0,0.0,0.0,,21208.93,0.0,0.0,0.0,21208.93,0.0,24882,263304806,C00057,VB DACE APPLIANCES PVT LTD,21208.93,INR,VB DACE
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,207414,0,263304877,2026-03-23T00:00:00,2026-04-07T00:00:00,32155.47,0.0,0.0,0.0,,32155.47,0.0,0.0,0.0,32155.47,0.0,25114,263304877,C00057,VB DACE APPLIANCES PVT LTD,32155.47,INR,VB DACE PREMIUM
1202101,DEBTORS (DOMESTIC),C00057,13,Sales Invoice,207416,0,263304878,2026-03-23T00:00:00,2026-04-07T00:00:00,193121.99,0.0,0.0,0.0,,193121.99,0.0,0.0,0.0,193121.99,0.0,25115,263304878,C00057,VB DACE APPLIANCES PVT LTD,193121.99,INR,VB DACE
