ItemCode,Warehouse,InventoryAccount,InventoryAccountName,Qty,StockValue,ValuationRate,MovementRows
12000520,KLR-WIP,1201003,SEMI FINISHED GOODS,685.0,8391.25,12.25,1
12000526,KLR-EXS,1201003,SEMI FINISHED GOODS,122.0,4381.02,35.91,1
12000527,KLR-EXS,1201003,SEMI FINISHED GOODS,736.0,76389.44,103.79,1
12000528,KLR-EXS,1201003,SEMI FINISHED GOODS,35.0,3267.6,93.36,1
12000529,KLR-EXS,1201003,SEMI FINISHED GOODS,367.0,32402.43,88.29,1
12000530,KLR-EXS,1201003,SEMI FINISHED GOODS,1008.0,74743.2,74.15,1
12000531,KLR-EXS,1201003,SEMI FINISHED GOODS,1707.0,32057.46,18.78,1
12000532,KLR-WIP,1201003,SEMI FINISHED GOODS,4.0,614.08,153.52,26
12000533,KLR-WIP,1201003,SEMI FINISHED GOODS,722.0,49059.9,67.95,25
12000534,KLR-EXS,1201003,SEMI FINISHED GOODS,2650.0,51754.5,19.53,1
12000535,KLR-EXS,1201003,SEMI FINISHED GOODS,6163.0,548013.96,88.92,1
12000535,KLR-SUB,1201003,SEMI FINISHED GOODS,1792.0,159344.64,88.92,7
12000536,KLR-EXS,1201003,SEMI FINISHED GOODS,1601.0,24703.43,15.43,1
12000536,KLR-SUB,1201003,SEMI FINISHED GOODS,973.0,15013.39,15.43,11
12000537,KLR-EXS,1201003,SEMI FINISHED GOODS,1547.0,43749.16,28.28,1
12000538,KLR-EXS,1201003,SEMI FINISHED GOODS,192.0,13409.28,69.84,1
12000538,KLR-WIP,1201003,SEMI FINISHED GOODS,204.0,14247.36,69.84,101
12000539,KLR-EXS,1201003,SEMI FINISHED GOODS,15.0,452.85,30.19,1
12000542,KLR-EXS,1201003,SEMI FINISHED GOODS,111.0,2327.67,20.97,1
12000543,KLR-WIP,1201003,SEMI FINISHED GOODS,189.0,8945.37,47.33,27
12000546,KLR-WIP,1201003,SEMI FINISHED GOODS,129.0,17403.39,134.91,59
12000547,KLR-EXS,1201003,SEMI FINISHED GOODS,294.0,90649.02,308.33,1
12000549,KLR-WIP,1201003,SEMI FINISHED GOODS,110.0,16425.2,149.32,133
12000550,KLR-EXS,1201003,SEMI FINISHED GOODS,2347.0,137416.85,58.55,2
12000550,KLR-QC,1201003,SEMI FINISHED GOODS,250.0,14637.5,58.55,3
12000551,KLR-EXS,1201003,SEMI FINISHED GOODS,1579.0,168495.09,106.71,1
12000552,KLR-WIP,1201003,SEMI FINISHED GOODS,699.0,25562.43,36.57,10
12000554,KLR-EXS,1201003,SEMI FINISHED GOODS,271.0,15867.05,58.55,1
12000554,KLR-QC,1201003,SEMI FINISHED GOODS,1010.0,59135.5,58.55,1
12000554,KLR-WIP,1201003,SEMI FINISHED GOODS,189.0,11065.95,58.55,38
12000559,KLR-EXS,1201003,SEMI FINISHED GOODS,8395.0,154132.2,18.36,1
12000560,KLR-EXS,1201003,SEMI FINISHED GOODS,10.0,417.2,41.72,1
12000561,KLR-EXS,1201003,SEMI FINISHED GOODS,888.0,51157.68,57.61,1
12000561,KLR-WIP,1201003,SEMI FINISHED GOODS,145.0,8353.45,57.61,23
12000563,KLR-EXS,1201003,SEMI FINISHED GOODS,45.0,6795.45,151.01,1
12000564,KLR-EXS,1201003,SEMI FINISHED GOODS,178.0,11578.9,65.05,1
12000564,KLR-WIP,1201003,SEMI FINISHED GOODS,601.0,38415.92,63.92,56
12000565,KLR-WIP,1201003,SEMI FINISHED GOODS,628.0,29723.24,47.33,54
12000566,KLR-EXS,1201003,SEMI FINISHED GOODS,4054.0,48891.24,12.06,1
12000568,KLR-EXS,1201003,SEMI FINISHED GOODS,589.0,8086.97,13.73,1
12000570,KLR-EXS,1201003,SEMI FINISHED GOODS,96.0,1424.64,14.84,1
12000570,KLR-WIP,1201003,SEMI FINISHED GOODS,505.0,7494.2,14.84,6
12000572,KLR-EXS,1201003,SEMI FINISHED GOODS,1021.0,34959.04,34.24,1
12000572,KLR-WIP,1201003,SEMI FINISHED GOODS,687.0,24182.4,35.2,132
12000576,KLR-EXS,1201003,SEMI FINISHED GOODS,1070.0,102045.9,95.37,1
12000576,KLR-WIP,1201003,SEMI FINISHED GOODS,695.0,65038.1,93.58,72
12000577,KLR-EXS,1201003,SEMI FINISHED GOODS,222.0,7099.56,31.98,1
12000577,KLR-WIP,1201003,SEMI FINISHED GOODS,216.0,6907.68,31.98,14
12000578,KLR-WIP,1201003,SEMI FINISHED GOODS,726.0,8581.32,11.82,28
12000579,KLR-EXS,1201003,SEMI FINISHED GOODS,438.0,9184.86,20.97,1
12000579,KLR-WIP,1201003,SEMI FINISHED GOODS,181.0,3795.57,20.97,104
12000580,KLR-WIP,1201003,SEMI FINISHED GOODS,182.0,14145.04,77.72,19
12000582,KLR-EXS,1201003,SEMI FINISHED GOODS,105.0,6105.75,58.15,1
12000582,KLR-WIP,1201003,SEMI FINISHED GOODS,14.0,814.1,58.15,22
12000583,KLR-EXS,1201003,SEMI FINISHED GOODS,799.0,56872.82,71.18,1
12000583,KLR-WIP,1201003,SEMI FINISHED GOODS,842.0,59933.56,71.18,19
12000584,KLR-EXS,1201003,SEMI FINISHED GOODS,7326.0,119047.5,16.25,3
12000584,KLR-QC,1201003,SEMI FINISHED GOODS,3033.0,49286.25,16.25,2
12000584,KLR-SUB,1201003,SEMI FINISHED GOODS,2477.0,40251.25,16.25,3
12000585,KLR-WIP,1201003,SEMI FINISHED GOODS,1051.0,28009.15,26.65,109
12000587,KLR-QC,1201003,SEMI FINISHED GOODS,1629.0,33150.15,20.35,5
12000587,KLR-SUB,1201003,SEMI FINISHED GOODS,2185.0,44464.75,20.35,4
12000587,KLR-WIP,1201003,SEMI FINISHED GOODS,3444.0,70085.4,20.35,23
12000588,KLR-EXS,1201003,SEMI FINISHED GOODS,167.0,14046.37,84.11,1
12000590,KLR-SUB,1201003,SEMI FINISHED GOODS,1.0,32.45,32.45,1
12000590,KLR-WIP,1201003,SEMI FINISHED GOODS,1600.0,51920.0,32.45,98
12000591,KLR-WIP,1201003,SEMI FINISHED GOODS,1170.0,73300.5,62.65,73
12000592,KLR-EXS,1201003,SEMI FINISHED GOODS,607.0,44620.57,73.51,1
12000592,KLR-WIP,1201003,SEMI FINISHED GOODS,692.0,50868.92,73.51,21
12000594,KLR-WIP,1201003,SEMI FINISHED GOODS,122.0,2840.16,23.28,51
12000595,KLR-EXS,1201003,SEMI FINISHED GOODS,1531.0,53998.37,35.27,1
12000595,KLR-SUB,1201003,SEMI FINISHED GOODS,2.0,70.54,35.27,1
12000595,KLR-WIP,1201003,SEMI FINISHED GOODS,70.0,2468.9,35.27,42
12000596,KLR-EXS,1201003,SEMI FINISHED GOODS,2351.0,54378.63,23.13,1
12000596,KLR-WIP,1201003,SEMI FINISHED GOODS,291.0,7353.57,25.27,155
12000597,KLR-EXS,1201003,SEMI FINISHED GOODS,504.0,34644.96,68.74,1
12000598,KLR-EXS,1201003,SEMI FINISHED GOODS,1480.0,26788.0,18.1,1
12000598,KLR-WIP,1201003,SEMI FINISHED GOODS,1008.0,18244.8,18.1,39
12000599,KLR-QC,1201003,SEMI FINISHED GOODS,300.0,6615.0,22.05,2
12000599,KLR-WIP,1201003,SEMI FINISHED GOODS,899.0,19822.95,22.05,30
12000603,KLR-WIP,1201003,SEMI FINISHED GOODS,1801.0,42197.43,23.43,23
12000604,KLR-EXS,1201003,SEMI FINISHED GOODS,215.0,7939.95,36.93,1
12000604,KLR-WIP,1201003,SEMI FINISHED GOODS,411.0,15178.23,36.93,64
12000605,KLR-WIP,1201003,SEMI FINISHED GOODS,1024.0,14704.64,14.36,44
12000606,KLR-EXS,1201003,SEMI FINISHED GOODS,318.0,5224.74,16.43,1
12000606,KLR-QC,1201003,SEMI FINISHED GOODS,2050.0,33681.5,16.43,4
12000607,KLR-EXS,1201003,SEMI FINISHED GOODS,542.0,13994.44,25.82,1
12000607,KLR-WIP,1201003,SEMI FINISHED GOODS,1020.0,26336.4,25.82,24
12000608,KLR-EXS,1201003,SEMI FINISHED GOODS,181.0,7334.12,40.52,1
12000608,KLR-SUB,1201003,SEMI FINISHED GOODS,6.0,243.12,40.52,1
12000608,KLR-WIP,1201003,SEMI FINISHED GOODS,349.0,14141.48,40.52,65
12000610,KLR-EXS,1201003,SEMI FINISHED GOODS,3.0,203.67,67.89,1
12000612,KLR-EXS,1201003,SEMI FINISHED GOODS,44009.61538,95500.87,2.17,1
12000612,KLR-WIP,1201003,SEMI FINISHED GOODS,8265.38462,17935.88,2.169999,5
12000613,KLR-EXS,1201003,SEMI FINISHED GOODS,4574.0,69799.24,15.26,1
12000613,KLR-WIP,1201003,SEMI FINISHED GOODS,335.0,5112.1,15.26,15
12000615,KLR-EXS,1201003,SEMI FINISHED GOODS,896.0,71742.72,80.07,1
12000616,KLR-EXS,1201003,SEMI FINISHED GOODS,190.0,10678.0,56.2,1
12000616,KLR-WIP,1201003,SEMI FINISHED GOODS,159.0,8617.8,54.2,5
12000617,KLR-WIP,1201003,SEMI FINISHED GOODS,645.0,35107.35,54.43,118
12000618,KLR-EXS,1201003,SEMI FINISHED GOODS,668.0,57534.84,86.13,1
12000618,KLR-QC,1201003,SEMI FINISHED GOODS,2952.0,254255.76,86.13,11
12000619,KLR-EXS,1201003,SEMI FINISHED GOODS,1139.0,55776.83,48.97,1
12000620,KLR-EXS,1201003,SEMI FINISHED GOODS,293.0,38412.3,131.1,1
12000620,KLR-WIP,1201003,SEMI FINISHED GOODS,150.0,19665.0,131.1,82
12000621,KLR-EXS,1201003,SEMI FINISHED GOODS,505.0,28365.85,56.17,1
12000622,KLR-EXS,1201003,SEMI FINISHED GOODS,248.0,27800.8,112.1,1
12000622,KLR-WIP,1201003,SEMI FINISHED GOODS,171.0,19169.1,112.1,82
12000624,KLR-EXS,1201003,SEMI FINISHED GOODS,1.0,90.8,90.8,1
12000628,KLR-EXS,1201003,SEMI FINISHED GOODS,531.0,40924.17,77.07,1
12000629,KLR-EXS,1201003,SEMI FINISHED GOODS,113.0,18162.49,160.73,1
12000631,KLR-EXS,1201003,SEMI FINISHED GOODS,376.0,5869.36,15.61,1
12000631,KLR-WIP,1201003,SEMI FINISHED GOODS,200.0,3024.0,15.12,84
12000632,KLR-EXS,1201003,SEMI FINISHED GOODS,1.0,20.24,20.24,1
12000635,KLR-WIP,1201003,SEMI FINISHED GOODS,99.0,61656.21,622.79,67
12000636,KLR-EXS,1201003,SEMI FINISHED GOODS,272.0,114639.84,421.47,1
12000636,KLR-QC,1201003,SEMI FINISHED GOODS,86.0,36246.42,421.47,13
12000638,KLR-REJ,1201003,SEMI FINISHED GOODS,238.0,6126.12,25.74,13
12000638,KLR-SUB,1201003,SEMI FINISHED GOODS,1200.0,30888.0,25.74,314
12000638,KLR-WIP,1201003,SEMI FINISHED GOODS,53258.0,1370860.92,25.74,652
12000639,KLR-REJ,1201003,SEMI FINISHED GOODS,432.0,3723.84,8.62,6
12000639,KLR-SUB,1201003,SEMI FINISHED GOODS,1276.0,10999.12,8.62,76
12000639,KLR-WIP,1201003,SEMI FINISHED GOODS,1060.0,9137.2,8.62,194
12000640,KLR-EXS,1201003,SEMI FINISHED GOODS,1522.0,39176.28,25.74,1
12000640,KLR-REJ,1201003,SEMI FINISHED GOODS,2.0,51.48,25.74,1
12000640,KLR-WIP,1201003,SEMI FINISHED GOODS,37.0,952.38,25.74,19
12000643,KLR-EXS,1201003,SEMI FINISHED GOODS,165.0,358502.1,2172.74,2
12000645,KLR-EXS,1201003,SEMI FINISHED GOODS,41.0,83916.34,2046.74,1
12000645,KLR-WIP,1201003,SEMI FINISHED GOODS,5.0,10233.7,2046.74,38
12000646,KLR-WIP,1201003,SEMI FINISHED GOODS,220.0,168157.0,764.35,73
12000647,KLR-SUB,1201003,SEMI FINISHED GOODS,17.0,6520.69,383.57,18
12000647,KLR-WIP,1201003,SEMI FINISHED GOODS,186.0,71344.02,383.57,39
12000648,KLR-WIP,1201003,SEMI FINISHED GOODS,25.0,41462.75,1658.51,47
12000649,KLR-WIP,1201003,SEMI FINISHED GOODS,3.0,2364.48,788.16,41
12000650,KLR-EXS,1201003,SEMI FINISHED GOODS,15.0,12348.0,823.2,1
12000651,KLR-WIP,1201003,SEMI FINISHED GOODS,43.0,63825.33,1484.31,50
12000652,KLR-EXS,1201003,SEMI FINISHED GOODS,20.0,7820.4,391.02,1
12000652,KLR-WIP,1201003,SEMI FINISHED GOODS,8.0,3128.16,391.02,37
12000653,KLR-WIP,1201003,SEMI FINISHED GOODS,50.0,15876.0,317.52,36
12000654,KLR-EXS,1201003,SEMI FINISHED GOODS,5511.0,167369.07,30.37,2
12000654,KLR-SUB,1201003,SEMI FINISHED GOODS,9.0,273.33,30.37,8
12000655,KLR-EXS,1201003,SEMI FINISHED GOODS,265.0,8776.8,33.12,1
12000655,KLR-WIP,1201003,SEMI FINISHED GOODS,70.0,2318.4,33.12,33
12000685,KLR-EXS,1201003,SEMI FINISHED GOODS,847.0,25426.94,30.02,1
12000686,KLR-WIP,1201003,SEMI FINISHED GOODS,34.0,733.72,21.58,41
12000687,KLR-EXS,1201003,SEMI FINISHED GOODS,2914.0,54083.84,18.56,2
12000687,KLR-WIP,1201003,SEMI FINISHED GOODS,172.0,3192.32,18.56,60
12000690,KLR-EXS,1201003,SEMI FINISHED GOODS,212.0,24812.48,117.04,1
12000692,KLR-WIP,1201003,SEMI FINISHED GOODS,12.0,1379.64,114.97,1
12000693,KLR-EXS,1201003,SEMI FINISHED GOODS,4192.0,103039.36,24.58,2
12000696,KLR-EXS,1201003,SEMI FINISHED GOODS,214.0,15232.52,71.18,1
12000696,KLR-WIP,1201003,SEMI FINISHED GOODS,31.0,2206.58,71.18,8
12000697,KLR-WIP,1201003,SEMI FINISHED GOODS,3840.0,28032.0,7.3,6
12000698,KLR-WIP,1201003,SEMI FINISHED GOODS,290.0,9178.5,31.65,2
12000700,KLR-EXS,1201003,SEMI FINISHED GOODS,84.0,2355.36,28.04,1
12000700,KLR-WIP,1201003,SEMI FINISHED GOODS,516.0,14468.64,28.04,4
12000702,KLR-WIP,1201003,SEMI FINISHED GOODS,35.0,553.7,15.82,49
12000703,KLR-EXS,1201003,SEMI FINISHED GOODS,365.0,20016.6,54.84,1
12000703,KLR-WIP,1201003,SEMI FINISHED GOODS,10.0,548.4,54.84,38
12000704,KLR-EXS,1201003,SEMI FINISHED GOODS,17.0,1163.99,68.47,1
12000704,KLR-REJ,1201003,SEMI FINISHED GOODS,1.0,68.47,68.47,1
12000704,KLR-WIP,1201003,SEMI FINISHED GOODS,8.0,547.76,68.47,40
12000705,KLR-EXS,1201003,SEMI FINISHED GOODS,3611.0,75831.0,21.0,1
12000705,KLR-WIP,1201003,SEMI FINISHED GOODS,53.0,1113.0,21.0,53
12000706,KLR-REJ,1201003,SEMI FINISHED GOODS,2.0,167.62,83.81,1
12000706,KLR-WIP,1201003,SEMI FINISHED GOODS,38.0,3184.78,83.81,37
12000707,KLR-WIP,1201003,SEMI FINISHED GOODS,19.0,499.7,26.3,41
12000708,KLR-EXS,1201003,SEMI FINISHED GOODS,10.0,1010.6,101.06,1
12000708,KLR-REJ,1201003,SEMI FINISHED GOODS,2.0,202.12,101.06,1
12000708,KLR-SUB,1201003,SEMI FINISHED GOODS,8.0,808.48,101.06,7
12000709,KLR-SUB,1201003,SEMI FINISHED GOODS,8.0,242.24,30.28,3
12000709,KLR-WIP,1201003,SEMI FINISHED GOODS,54.0,1635.12,30.28,34
12000710,KLR-REJ,1201003,SEMI FINISHED GOODS,5.0,574.55,114.91,2
12000710,KLR-WIP,1201003,SEMI FINISHED GOODS,651.0,74806.41,114.91,39
12000711,KLR-WIP,1201003,SEMI FINISHED GOODS,76.0,2536.12,33.37,35
12000716,KLR-EXS,1201003,SEMI FINISHED GOODS,1.0,8.52,8.52,1
12000716,KLR-WIP,1201003,SEMI FINISHED GOODS,3.0,25.56,8.52,7
12000717,KLR-EXS,1201003,SEMI FINISHED GOODS,129.0,13893.3,107.7,1
12000717,KLR-SUB,1201003,SEMI FINISHED GOODS,50.0,5385.0,107.7,13
12000717,KLR-WIP,1201003,SEMI FINISHED GOODS,329.0,35433.3,107.7,38
12000718,KLR-WIP,1201003,SEMI FINISHED GOODS,543.0,45557.7,83.9,25
12000719,KLR-WIP,1201003,SEMI FINISHED GOODS,477.0,36376.02,76.26,12
12000721,KLR-EXS,1201003,SEMI FINISHED GOODS,8621.0,196300.17,22.77,2
12000721,KLR-SUB,1201003,SEMI FINISHED GOODS,7527.0,171389.79,22.77,21
12000722,KLR-WIP,1201003,SEMI FINISHED GOODS,3154.0,55289.62,17.53,39
12000723,KLR-EXS,1201003,SEMI FINISHED GOODS,92.0,2351.52,25.56,1
12000723,KLR-SUB,1201003,SEMI FINISHED GOODS,1.0,25.56,25.56,6
12000727,KLR-WIP,1201003,SEMI FINISHED GOODS,136.0,8019.92,58.97,9
12000728,KLR-WIP,1201003,SEMI FINISHED GOODS,757.0,25866.69,34.17,19
12000729,KLR-EXS,1201003,SEMI FINISHED GOODS,276.0,14881.92,53.92,1
12000729,KLR-REJ,1201003,SEMI FINISHED GOODS,1.0,53.92,53.92,1
12000729,KLR-WIP,1201003,SEMI FINISHED GOODS,8.0,431.36,53.92,33
12000730,KLR-EXS,1201003,SEMI FINISHED GOODS,278.0,11489.74,41.33,1
12000730,KLR-WIP,1201003,SEMI FINISHED GOODS,41.0,1694.53,41.33,26
12000731,KLR-EXS,1201003,SEMI FINISHED GOODS,1371.0,9761.52,7.12,2
12000731,KLR-WIP,1201003,SEMI FINISHED GOODS,96.0,683.52,7.12,14
12000734,KLR-REJ,1201003,SEMI FINISHED GOODS,40.0,942.0,23.55,6
12000734,KLR-SUB,1201003,SEMI FINISHED GOODS,4296.0,101170.8,23.55,33
12000734,KLR-WIP,1201003,SEMI FINISHED GOODS,13173.0,310224.15,23.55,130
12000736,KLR-WIP,1201003,SEMI FINISHED GOODS,4.0,982.32,245.58,33
12000739,KLR-WIP,1201003,SEMI FINISHED GOODS,122.0,13368.76,109.58,25
12000740,KLR-EXS,1201003,SEMI FINISHED GOODS,260.0,27612.0,106.2,1
12000742,KLR-WIP,1201003,SEMI FINISHED GOODS,5.0,1007.8,201.56,21
12000744,KLR-EXS,1201003,SEMI FINISHED GOODS,1134.0,132643.98,116.97,1
12000746,KLR-EXS,1201003,SEMI FINISHED GOODS,2541.0,315566.79,124.19,1
12000746,KLR-WIP,1201003,SEMI FINISHED GOODS,19.0,2359.61,124.19,6
12000748,KLR-EXS,1201003,SEMI FINISHED GOODS,225.0,4837.5,21.5,1
12000748,KLR-WIP,1201003,SEMI FINISHED GOODS,212.0,54971.6,259.3,42
12000749,KLR-EXS,1201003,SEMI FINISHED GOODS,56.0,15498.56,276.76,1
12000749,KLR-WIP,1201003,SEMI FINISHED GOODS,93.0,15796.98,169.86,42
12000751,KLR-EXS,1201003,SEMI FINISHED GOODS,1049.0,129813.75,123.75,1
12000753,KLR-EXS,1201003,SEMI FINISHED GOODS,871.0,107786.25,123.75,1
12000753,KLR-WIP,1201003,SEMI FINISHED GOODS,26.0,3217.5,123.75,7
12000754,KLR-EXS,1201003,SEMI FINISHED GOODS,481.0,118239.42,245.82,1
12000754,KLR-WIP,1201003,SEMI FINISHED GOODS,89.0,37443.19,420.71,13
12000755,KLR-EXS,1201003,SEMI FINISHED GOODS,196.0,46579.4,237.65,1
12000755,KLR-WIP,1201003,SEMI FINISHED GOODS,75.0,31553.25,420.71,31
12000756,KLR-EXS,1201003,SEMI FINISHED GOODS,34.0,6116.26,179.89,1
12000757,KLR-EXS,1201003,SEMI FINISHED GOODS,1165.0,236867.8,203.32,3
12000758,KLR-EXS,1201003,SEMI FINISHED GOODS,35.0,7116.2,203.32,2
12000759,KLR-EXS,1201003,SEMI FINISHED GOODS,3.0,115.23,38.41,1
12000759,KLR-WIP,1201003,SEMI FINISHED GOODS,85.0,3264.85,38.41,27
12000760,KLR-WIP,1201003,SEMI FINISHED GOODS,37.0,1115.92,30.16,43
12000761,KLR-WIP,1201003,SEMI FINISHED GOODS,1940.0,67783.6,34.94,77
12000762,KLR-EXS,1201003,SEMI FINISHED GOODS,549.0,6555.06,11.94,1
12000764,KLR-EXS,1201003,SEMI FINISHED GOODS,2007.0,53105.22,26.46,1
12000764,KLR-WIP,1201003,SEMI FINISHED GOODS,793.0,20982.78,26.46,8
12000765,KLR-EXS,1201003,SEMI FINISHED GOODS,37290.0,478057.8,12.82,1
12000766,KLR-EXS,1201003,SEMI FINISHED GOODS,59.0,955.21,16.19,1
12000766,KLR-WIP,1201003,SEMI FINISHED GOODS,1.0,16.19,16.19,6
12000767,KLR-WIP,1201003,SEMI FINISHED GOODS,122.0,2264.32,18.56,13
12000768,KLR-EXS,1201003,SEMI FINISHED GOODS,40.0,2994.8,74.87,1
12000769,KLR-WIP,1201003,SEMI FINISHED GOODS,177.0,4672.8,26.4,37
12000771,KLR-WIP,1201003,SEMI FINISHED GOODS,474.0,48035.16,101.34,33
12000772,KLR-EXS,1201003,SEMI FINISHED GOODS,1180.0,5003.2,4.24,1
12000772,KLR-WIP,1201003,SEMI FINISHED GOODS,440.0,1865.6,4.24,21
12000774,KLR-EXS,1201003,SEMI FINISHED GOODS,480.0,1209.6,2.52,1
12000775,KLR-EXS,1201003,SEMI FINISHED GOODS,164.0,24194.92,147.53,1
12000775,KLR-WIP,1201003,SEMI FINISHED GOODS,10.0,1475.3,147.53,16
12000776,KLR-WIP,1201003,SEMI FINISHED GOODS,19.0,213.75,11.25,23
12000777,KLR-WIP,1201003,SEMI FINISHED GOODS,31.0,348.75,11.25,11
12000778,KLR-EXS,1201003,SEMI FINISHED GOODS,970.0,130038.2,134.06,1
12000778,KLR-WIP,1201003,SEMI FINISHED GOODS,171.0,21325.41,124.71,38
12000779,KLR-EXS,1201003,SEMI FINISHED GOODS,2910.0,18333.0,6.3,2
12000780,KLR-EXS,1201003,SEMI FINISHED GOODS,256.0,45480.96,177.66,1
12000780,KLR-WIP,1201003,SEMI FINISHED GOODS,408.0,72485.28,177.66,22
12000781,KLR-WIP,1201003,SEMI FINISHED GOODS,1.0,54.86,54.86,6
12000782,KLR-EXS,1201003,SEMI FINISHED GOODS,812.0,44546.32,54.86,1
12000782,KLR-REJ,1201003,SEMI FINISHED GOODS,4.0,219.44,54.86,1
12000782,KLR-WIP,1201003,SEMI FINISHED GOODS,761.0,41748.46,54.86,18
12000783,KLR-EXS,1201003,SEMI FINISHED GOODS,270.0,25490.7,94.41,1
12000783,KLR-WIP,1201003,SEMI FINISHED GOODS,220.0,29444.8,133.84,52
12000785,KLR-EXS,1201003,SEMI FINISHED GOODS,57.0,12979.47,227.71,1
12000785,KLR-SUB,1201003,SEMI FINISHED GOODS,3.0,683.13,227.71,18
12000786,KLR-EXS,1201003,SEMI FINISHED GOODS,390.0,22881.3,58.67,1
12000786,KLR-WIP,1201003,SEMI FINISHED GOODS,114.0,6688.38,58.67,22
12000787,KLR-EXS,1201003,SEMI FINISHED GOODS,317.0,18598.39,58.67,1
12000787,KLR-REJ,1201003,SEMI FINISHED GOODS,4.0,234.68,58.67,2
12000787,KLR-WIP,1201003,SEMI FINISHED GOODS,210.0,12320.7,58.67,15
12000788,KLR-WIP,1201003,SEMI FINISHED GOODS,139.0,22052.35,158.65,30
12000789,KLR-EXS,1201003,SEMI FINISHED GOODS,222.0,96439.02,434.41,1
12000789,KLR-WIP,1201003,SEMI FINISHED GOODS,11.0,4778.51,434.41,14
12000790,KLR-WIP,1201003,SEMI FINISHED GOODS,38.0,2700.66,71.07,14
12000791,KLR-EXS,1201003,SEMI FINISHED GOODS,780.0,55434.6,71.07,1
12000791,KLR-WIP,1201003,SEMI FINISHED GOODS,38.0,2700.66,71.07,7
12000792,KLR-EXS,1201003,SEMI FINISHED GOODS,1.0,9.22,9.22,1
12000794,KLR-EXS,1201003,SEMI FINISHED GOODS,2919.0,304043.04,104.16,1
12000794,KLR-WIP,1201003,SEMI FINISHED GOODS,1796.0,197380.4,109.9,48
12000795,KLR-EXS,1201003,SEMI FINISHED GOODS,2355.0,212373.9,90.18,4
12000795,KLR-REJ,1201003,SEMI FINISHED GOODS,13.0,1172.34,90.18,3
12000795,KLR-SUB,1201003,SEMI FINISHED GOODS,757.0,68266.26,90.18,26
12000795,KLR-WIP,1201003,SEMI FINISHED GOODS,26.0,2344.68,90.18,43
12000796,KLR-EXS,1201003,SEMI FINISHED GOODS,4.0,304.96,76.24,1
12000798,KLR-WIP,1201003,SEMI FINISHED GOODS,635.0,9525.0,15.0,20
12000801,KLR-REJ,1201003,SEMI FINISHED GOODS,4.0,336.4,84.1,1
12000801,KLR-SUB,1201003,SEMI FINISHED GOODS,69.0,5802.9,84.1,4
12000801,KLR-WIP,1201003,SEMI FINISHED GOODS,140.0,11774.0,84.1,13
12000802,KLR-EXS,1201003,SEMI FINISHED GOODS,376.0,24646.8,65.55,2
12000807,KLR-WIP,1201003,SEMI FINISHED GOODS,6919.0,257801.94,37.26,6
12000808,KLR-EXS,1201003,SEMI FINISHED GOODS,33.0,688.38,20.86,1
12000809,KLR-WIP,1201003,SEMI FINISHED GOODS,552.0,99912.0,181.0,43
12000810,KLR-EXS,1201003,SEMI FINISHED GOODS,1687.1905,57820.02,34.270001,2
12000811,KLR-EXS,1201003,SEMI FINISHED GOODS,3645.0,84746.25,23.25,1
12000813,KLR-WIP,1201003,SEMI FINISHED GOODS,140.0,37004.8,264.32,2
12000814,KLR-EXS,1201003,SEMI FINISHED GOODS,678.0,86458.56,127.52,1
12000814,KLR-SUB,1201003,SEMI FINISHED GOODS,22.0,2805.44,127.52,2
12000815,KLR-EXS,1201003,SEMI FINISHED GOODS,570.0,33886.5,59.45,1
12000816,KLR-EXS,1201003,SEMI FINISHED GOODS,31.0,3822.92,123.32,1
12000816,KLR-REJ,1201003,SEMI FINISHED GOODS,5.0,616.6,123.32,1
12000816,KLR-SUB,1201003,SEMI FINISHED GOODS,20.0,2466.4,123.32,29
12000816,KLR-WIP,1201003,SEMI FINISHED GOODS,140.0,17264.8,123.32,67
12000817,KLR-EXS,1201003,SEMI FINISHED GOODS,2029.0,98832.59,48.71,1
12000817,KLR-REJ,1201003,SEMI FINISHED GOODS,1.0,48.71,48.71,1
12000817,KLR-SUB,1201003,SEMI FINISHED GOODS,321.0,15635.91,48.71,44
12000817,KLR-WIP,1201003,SEMI FINISHED GOODS,1057.0,51486.47,48.71,103
12000818,KLR-SUB,1201003,SEMI FINISHED GOODS,50.0,2828.5,56.57,30
12000818,KLR-WIP,1201003,SEMI FINISHED GOODS,377.0,21326.89,56.57,116
12000821,KLR-EXS,1201003,SEMI FINISHED GOODS,91.0,122049.2,1341.2,1
12000821,KLR-WIP,1201003,SEMI FINISHED GOODS,1.0,1341.2,1341.2,75
12000822,KLR-EXS,1201003,SEMI FINISHED GOODS,318.0,140530.56,441.92,1
12000823,KLR-WIP,1201003,SEMI FINISHED GOODS,1063.0,211600.78,199.06,48
12000824,KLR-WIP,1201003,SEMI FINISHED GOODS,597.0,156700.56,262.48,43
12000825,KLR-WIP,1201003,SEMI FINISHED GOODS,105.0,60541.95,576.59,45
12000828,KLR-EXS,1201003,SEMI FINISHED GOODS,50.0,18243.5,364.87,1
12000828,KLR-WIP,1201003,SEMI FINISHED GOODS,30.0,10946.1,364.87,29
12000830,KLR-EXS,1201003,SEMI FINISHED GOODS,14.0,6149.92,439.28,2
12000831,KLR-EXS,1201003,SEMI FINISHED GOODS,9.0,253.89,28.21,1
12000832,KLR-EXS,1201003,SEMI FINISHED GOODS,1216.0,150005.76,123.36,1
12000832,KLR-REJ,1201003,SEMI FINISHED GOODS,32.0,3947.52,123.36,5
