ItemCode,Warehouse,InventoryAccount,InventoryAccountName,Qty,StockValue,ValuationRate,MovementRows
10000001,KLR-SER,,,1.0,0.0,0.0,1
10000003,KLR-SER,,,1.0,0.0,0.0,1
10000017,KLR-FG,,,2.0,0.0,0.0,3
10000018,KLR-FG,,,32.0,0.0,0.0,2
10000019,KLR-FG,,,43.0,0.0,0.0,2
10000020,KLR-FG,,,44.0,0.0,0.0,2
10000020,KLR-SER,,,1.0,0.0,0.0,1
10000043,KLR-FG,,,23.0,0.0,0.0,1
10000052,KLR-SER,,,5.0,0.0,0.0,1
10000053,KLR-SER,,,1.0,0.0,0.0,1
10000069,KLR-FG,,,204.0,0.0,0.0,1
10000095,KLR-SER,,,50.0,0.0,0.0,1
10000097,KLR-SER,,,1.0,0.0,0.0,1
10000098,KLR-SER,,,1.0,0.0,0.0,1
10000099,KLR-SER,,,1.0,0.0,0.0,1
10000101,KLR-FG,,,66.0,0.0,0.0,1
10000103,KLR-FG,,,1.0,0.0,0.0,2
10000105,KLR-FG,,,1.0,0.0,0.0,1
10000118,KLR-FG,,,4.0,0.0,0.0,1
10000144,KLR-SER,,,1.0,0.0,0.0,1
10000148,KLR-FG,,,38.0,0.0,0.0,1
10000149,KLR-EXS,,,406.0,0.0,0.0,1
10000150,KLR-EXS,,,410.0,0.0,0.0,1
10000161,KLR-SER,,,88.0,0.0,0.0,1
10000162,KLR-SER,,,138.0,0.0,0.0,1
10000163,KLR-SER,,,61.0,0.0,0.0,1
10000164,KLR-SER,,,61.0,0.0,0.0,1
10000165,KLR-SER,,,100.0,0.0,0.0,1
10000171,KLR-SER,,,26.0,0.0,0.0,1
10000184,KLR-SER,,,1.0,0.0,0.0,1
10000198,KLR-FG,,,83.0,0.0,0.0,1
10000198,KLR-SER,,,43.0,0.0,0.0,1
10000200,KLR-GEN,,,28.0,0.0,0.0,2
10000217,KLR-SER,,,100.0,0.0,0.0,1
10000221,KLR-FG,,,1.0,0.0,0.0,2
10000223,KLR-SER,,,13.0,0.0,0.0,3
10000224,KLR-SER,,,36.0,0.0,0.0,1
10000241,KLR-SER,,,1.0,0.0,0.0,1
10000242,KLR-SER,,,1.0,0.0,0.0,1
10000270,KLR-SER,,,290.0,0.0,0.0,1
10000272,KLR-SER,,,13.0,0.0,0.0,1
10000279,KLR-SER,,,9.0,0.0,0.0,2
10000288,KLR-SER,,,4.0,0.0,0.0,1
10000289,KLR-SER,,,4.0,0.0,0.0,1
10000301,KLR-SER,,,2.0,0.0,0.0,2
10000302,KLR-SER,,,7.0,0.0,0.0,6
10000305,KLR-SER,,,7.0,0.0,0.0,6
10000306,KLR-EXS,,,16.0,0.0,0.0,1
10000308,KLR-EXS,,,72.0,0.0,0.0,1
10000328,KLR-SER,,,2.0,0.0,0.0,1
10000329,KLR-SER,,,4.0,0.0,0.0,1
10000331,KLR-SER,,,10.0,0.0,0.0,2
10000336,KLR-SER,,,1.0,0.0,0.0,1
10000337,KLR-SER,,,2.0,0.0,0.0,1
10000340,KLR-SER,,,8.0,0.0,0.0,1
10000341,KLR-SER,,,1.0,0.0,0.0,1
10000344,KLR-SER,,,3.0,0.0,0.0,2
10000349,KLR-SER,,,4.0,0.0,0.0,2
10000351,KLR-SER,,,6.0,0.0,0.0,4
10000354,KLR-SER,,,1.0,0.0,0.0,3
10000356,KLR-SER,,,6.0,0.0,0.0,3
10000372,KER-FG,,,11.0,0.0,0.0,1
10000374,KLR-SER,,,1.0,0.0,0.0,1
10000379,KLR-SER,,,8.0,0.0,0.0,3
10000384,KLR-SER,,,10.0,0.0,0.0,3
10000393,KLR-SER,,,3.0,0.0,0.0,1
10000398,KER-FG,,,20.0,0.0,0.0,1
10000399,KLR-SER,,,1.0,0.0,0.0,1
10000400,KLR-SER,,,1.0,0.0,0.0,3
10000407,KLR-SER,,,1.0,0.0,0.0,1
10000437,KER-FG,,,50.0,0.0,0.0,1
10000439,KER-FG,,,40.0,0.0,0.0,1
10000440,KER-FG,,,37.0,0.0,0.0,1
10000443,KER-FG,,,50.0,0.0,0.0,1
10000444,KER-FG,,,7.0,0.0,0.0,1
10000445,KER-FG,,,54.0,0.0,0.0,1
10000446,KER-FG,,,52.0,0.0,0.0,1
10000458,KER-FG,,,3.0,0.0,0.0,1
10000458,KLR-SER,,,9.0,0.0,0.0,3
10000464,KLR-SER,,,4.0,0.0,0.0,1
10000467,KLR-SER,,,18.0,0.0,0.0,2
10000469,KLR-SER,,,4.0,0.0,0.0,2
10000470,KLR-SER,,,1.0,0.0,0.0,1
10000472,KLR-SER,,,1.0,0.0,0.0,3
10000478,KLR-SER,,,1.0,0.0,0.0,1
10000483,KLR-SER,,,10.0,0.0,0.0,3
10000488,KLR-SER,,,13.0,0.0,0.0,3
10000489,KLR-SER,,,7.0,0.0,0.0,3
10000490,KLR-SER,,,1.0,0.0,0.0,1
10000491,KLR-SER,,,5.0,0.0,0.0,3
10000492,KLR-SER,,,1.0,0.0,0.0,1
10000501,KLR-SER,,,2.0,0.0,0.0,3
10000504,KLR-SER,,,17.0,0.0,0.0,1
10000507,KLR-SER,,,18.0,0.0,0.0,2
10000531,KER-SR,,,1.0,0.0,0.0,1
10000538,KER-SR,,,1.0,0.0,0.0,1
10000543,KER-SR,,,2.0,0.0,0.0,2
10000697,KLR-SER,,,91.0,0.0,0.0,3
10000698,KER-FG,,,8.0,0.0,0.0,1
10000698,VIJW-FG,,,12.0,0.0,0.0,1
10000708,KLR-FG,,,2571.0,0.0,0.0,1
10000724,KLR-FG,,,261.0,0.0,0.0,1
10000802,KLR-FG,,,6.0,0.0,0.0,1
10000804,KLR-FG,,,2.0,0.0,0.0,1
10000808,KER-SR,,,1.0,0.0,0.0,1
11000002,BAN-FG,,,24.0,0.0,0.0,1
11000002,KER-SR,,,6.0,0.0,0.0,1
11000003,BAN-FG,,,32.0,0.0,0.0,1
11000003,KER-SR,,,2.0,0.0,0.0,1
11000003,VIJW-FG,,,8.0,0.0,0.0,1
11000004,BAN-FG,,,32.0,0.0,0.0,1
11000004,KER-FG,,,5.0,0.0,0.0,2
11000004,VIJW-FG,,,48.0,0.0,0.0,1
11000005,KLR-FG,,,8.0,0.0,0.0,1
11000012,KLR-FG,,,16.0,0.0,0.0,1
11000014,KLR-FG,,,35.0,0.0,0.0,1
11000017,KLR-FG,,,5.0,0.0,0.0,1
11000029,KLR-FG,,,8.0,0.0,0.0,1
11000035,KER-SR,,,3.0,0.0,0.0,3
11000042,BAN-FG,,,8.0,0.0,0.0,2
11000042,KER-FG,,,20.0,0.0,0.0,1
11000044,BAN-FG,,,8.0,0.0,0.0,1
11000044,KER-FG,,,16.0,0.0,0.0,3
11000046,BAN-FG,,,12.0,0.0,0.0,4
11000046,KER-FG,,,16.0,0.0,0.0,2
11000046,VIJW-FG,,,4.0,0.0,0.0,1
11000048,BAN-FG,,,12.0,0.0,0.0,2
11000048,KER-FG,,,12.0,0.0,0.0,3
11000052,KER-FG,,,48.0,0.0,0.0,3
11000052,KLR-FG,,,16.0,0.0,0.0,3
11000054,KER-FG,,,52.0,0.0,0.0,11
11000054,KLR-FG,,,8.0,0.0,0.0,2
11000054,KLR-SER,,,8.0,0.0,0.0,1
11000056,KER-FG,,,56.0,0.0,0.0,2
11000057,KER-FG,,,80.0,0.0,0.0,2
11000057,KLR-FG,,,16.0,0.0,0.0,8
11000058,BAN-FG,,,16.0,0.0,0.0,1
11000058,KER-FG,,,72.0,0.0,0.0,3
11000058,KLR-FG,,,8.0,0.0,0.0,4
11000058,KLR-SER,,,8.0,0.0,0.0,1
11000059,KER-FG,,,152.0,0.0,0.0,4
11000059,KLR-FG,,,8.0,0.0,0.0,6
11000059,KLR-SER,,,8.0,0.0,0.0,1
11000060,BAN-FG,,,16.0,0.0,0.0,1
11000060,KER-FG,,,64.0,0.0,0.0,7
11000061,KER-FG,,,48.0,0.0,0.0,4
11000062,KER-FG,,,16.0,0.0,0.0,9
11000062,KLR-FG,,,372.0,0.0,0.0,6
11000064,KER-FG,,,24.0,0.0,0.0,1
11000064,VIJW-FG,,,8.0,0.0,0.0,1
11000065,KER-FG,,,32.0,0.0,0.0,4
11000065,KLR-FG,,,8.0,0.0,0.0,2
11000066,KER-FG,,,8.0,0.0,0.0,1
11000066,KLR-EXS,,,16.0,0.0,0.0,2
11000066,KLR-FG,,,8.0,0.0,0.0,3
11000067,KER-FG,,,40.0,0.0,0.0,1
11000067,KLR-EXS,,,4.0,0.0,0.0,1
11000067,KLR-FG,,,8.0,0.0,0.0,2
11000067,KLR-SER,,,8.0,0.0,0.0,1
11000068,KER-FG,,,40.0,0.0,0.0,1
11000068,KLR-FG,,,8.0,0.0,0.0,2
11000068,KLR-SR,,,4.0,0.0,0.0,1
11000069,KER-FG,,,34.0,0.0,0.0,2
11000069,KLR-FG,,,8.0,0.0,0.0,2
11000069,KLR-SER,,,8.0,0.0,0.0,1
11000070,KER-FG,,,40.0,0.0,0.0,1
11000070,KLR-FG,,,8.0,0.0,0.0,2
11000070,KLR-SER,,,8.0,0.0,0.0,1
11000071,KLR-FG,,,8.0,0.0,0.0,2
11000072,KLR-FG,,,8.0,0.0,0.0,3
11000073,KLR-FG,,,16.0,0.0,0.0,5
11000074,KLR-FG,,,8.0,0.0,0.0,2
11000075,KER-FG,,,16.0,0.0,0.0,1
11000075,KLR-FG,,,8.0,0.0,0.0,5
11000075,KLR-SER,,,16.0,0.0,0.0,1
11000076,KER-FG,,,16.0,0.0,0.0,1
11000076,KLR-FG,,,8.0,0.0,0.0,5
11000076,KLR-SER,,,8.0,0.0,0.0,1
11000077,KER-FG,,,48.0,0.0,0.0,8
11000077,VIJW-FG,,,56.0,0.0,0.0,1
11000078,KER-FG,,,50.0,0.0,0.0,2
11000078,VIJW-FG,,,100.0,0.0,0.0,1
11000079,KER-FG,,,72.0,0.0,0.0,2
11000079,VIJW-FG,,,24.0,0.0,0.0,1
11000169,BAN-FG,,,6000.0,0.0,0.0,1
11000175,KLR-EXS,,,6.0,0.0,0.0,1
11000214,KLR-FG,,,1.0,0.0,0.0,1
11000289,KLR-FG,,,1.0,0.0,0.0,1
12000023,KLR-EXS,,,77.0,0.0,0.0,1
12000025,KLR-WIP,,,263.0,0.0,0.0,1
12000028,KLR-WIP,,,89.0,0.0,0.0,1
12000039,KLR-RM,,,1014.0,0.0,0.0,1
12000088,KLR-WIP,,,8.0,0.0,0.0,1
12000091,KLR-WIP,,,2.0,0.0,0.0,1
12000098,KLR-WIP,,,2.0,0.0,0.0,1
12000193,KLR-WIP,,,16267.0,0.0,0.0,1
12000194,KLR-WIP,,,21.0,0.0,0.0,1
12000222,KLR-WIP,,,8.0,0.0,0.0,1
12000279,KLR-WIP,,,253.0,0.0,0.0,1
12000310,KLR-WIP,,,1.0,0.0,0.0,1
12000343,KLR-WIP,,,21.0,0.0,0.0,1
12000389,KLR-WIP,,,64.0,0.0,0.0,1
12000404,KLR-WIP,,,1189.0,0.0,0.0,1
12000428,KLR-WIP,,,27.0,0.0,0.0,1
12000461,KLR-WIP,,,13.0,0.0,0.0,1
12000479,KLR-WIP,,,6.0,0.0,0.0,1
12000480,KLR-WIP,,,19.0,0.0,0.0,1
12000488,KLR-WIP,,,3646.0,0.0,0.0,1
12000520,KLR-EXS,,,732.0,0.0,0.0,1
12000642,KLR-WIP,,,368.0,0.0,0.0,1
12000660,KLR-WIP,,,1.0,0.0,0.0,1
12000661,KLR-WIP,,,13.0,0.0,0.0,1
12000668,KLR-WIP,,,2.0,0.0,0.0,1
12000676,KLR-WIP,,,3.0,0.0,0.0,1
12000677,KLR-WIP,,,4.0,0.0,0.0,1
12000680,KLR-WIP,,,56.0,0.0,0.0,1
12000682,KLR-WIP,,,56.0,0.0,0.0,1
12000684,KLR-WIP,,,40.0,0.0,0.0,1
12000699,KLR-WIP,,,119.0,0.0,0.0,1
12000797,KLR-WIP,,,64.0,0.0,0.0,1
12000803,KLR-WIP,,,96.0,0.0,0.0,1
12000804,KLR-WIP,,,41.0,0.0,0.0,1
12000806,KLR-WIP,,,37.0,0.0,0.0,1
12000827,KLR-WIP,,,156.0,0.0,0.0,1
12000922,KLR-WIP,,,33.0,0.0,0.0,1
12000964,KLR-WIP,,,1300.0,0.0,0.0,3
12001030,KLR-WIP,,,503.0,0.0,0.0,1
12001065,KLR-WIP,,,442.0,0.0,0.0,1
12001129,KLR-WIP,,,56.0,0.0,0.0,1
12001146,KLR-WIP,,,604.0,0.0,0.0,1
12001199,KLR-WIP,,,121.0,0.0,0.0,1
12001206,KLR-WIP,,,24.0,0.0,0.0,1
12001230,KLR-WIP,,,148.0,0.0,0.0,1
12001236,KLR-WIP,,,56.0,0.0,0.0,1
12001238,KLR-WIP,,,853.0,0.0,0.0,1
12001243,KLR-WIP,,,47.0,0.0,0.0,1
12001253,KLR-WIP,,,684.0,0.0,0.0,1
12001260,KLR-WIP,,,235.0,0.0,0.0,1
12001345,KLR-EXS,,,4.0,0.0,0.0,1
12001412,KLR-WIP,,,80.0,0.0,0.0,1
12001421,KLR-WIP,,,10.0,0.0,0.0,1
12001440,KLR-WIP,,,8.0,0.0,0.0,1
12001441,KLR-WIP,,,51.0,0.0,0.0,1
12001458,KLR-WIP,,,109.0,0.0,0.0,1
12001462,KLR-WIP,,,41.0,0.0,0.0,1
12001476,KLR-WIP,,,59.0,0.0,0.0,1
12001512,KLR-WIP,,,167.0,0.0,0.0,1
12001525,KLR-WIP,,,1193.875,0.0,0.0,1
12001535,KLR-WIP,,,16.0,0.0,0.0,3
12001537,KLR-WIP,,,357.0,0.0,0.0,1
12001547,KLR-WIP,,,261.0,0.0,0.0,1
12001553,KLR-WIP,,,127.0,0.0,0.0,1
12001558,KLR-EXS,,,1764.0,0.0,0.0,1
12001570,KLR-EXS,,,1168.0,0.0,0.0,1
12001570,KLR-WIP,,,356.0,0.0,0.0,3
12001571,KLR-WIP,,,10.0,0.0,0.0,3
12001572,KLR-EXS,,,388.0,0.0,0.0,1
12001572,SAL-GEN,,,6190.0,0.0,0.0,1
12001585,KLR-EXS,,,14653.0,0.0,0.0,1
12001587,KLR-EXS,,,4513.0,0.0,0.0,2
12001589,KLR-WIP,,,316.0,0.0,0.0,31
12001590,KLR-EXS,,,4917.0,0.0,0.0,1
12001592,KLR-EXS,,,3065.0,0.0,0.0,3
12001593,KLR-WIP,,,1.0,0.0,0.0,1
12001595,KLR-WIP,,,1.0,0.0,0.0,46
12001596,KLR-EXS,,,15297.0,0.0,0.0,3
12001596,KLR-WIP,,,1.0,0.0,0.0,42
12001597,KLR-WIP,,,13.0,0.0,0.0,28
12001598,KLR-EXS,,,5298.0,0.0,0.0,3
12001601,KLR-WIP,,,340.0,0.0,0.0,53
12001601,SAL-GEN,,,786.0,0.0,0.0,3
12001633,KLR-EXS,,,7933.0,0.0,0.0,1
12001634,KLR-EXS,,,1888.0,0.0,0.0,1
12001637,KLR-WIP,,,489.0,0.0,0.0,1
12001653,KLR-WIP,,,386.0,0.0,0.0,4
12001670,KLR-EXS,,,17.0,0.0,0.0,1
12001672,KLR-EXS,,,2.0,0.0,0.0,1
12001674,KLR-EXS,,,19.0,0.0,0.0,1
12001680,KLR-EXS,,,450.0,0.0,0.0,1
12001681,KLR-EXS,,,7000.0,0.0,0.0,1
12001682,SAL-GEN,,,185.0,0.0,0.0,3
12001683,KLR-EXS,,,1442.0,0.0,0.0,1
12001684,KLR-EXS,,,88.0,0.0,0.0,3
12001685,KLR-WIP,,,75.0,0.0,0.0,32
12001685,SAL-GEN,,,165.0,0.0,0.0,3
12001692,KLR-EXS,,,3.0,0.0,0.0,1
12001693,KLR-EXS,,,64.0,0.0,0.0,1
12001694,KLR-EXS,,,12.0,0.0,0.0,1
12001694,KLR-WIP,,,7.0,0.0,0.0,12
12001695,SAL-GEN,,,10.0,0.0,0.0,3
12001698,SAL-GEN,,,1142.0,0.0,0.0,3
12001701,KLR-EXS,,,43.0,0.0,0.0,1
12001701,KLR-WIP,,,20.0,0.0,0.0,5
12001702,KLR-EXS,,,10.0,0.0,0.0,1
12001705,KLR-EXS,,,7.0,0.0,0.0,1
12001706,KLR-REJ,,,8.0,0.0,0.0,1
12001706,KLR-WIP,,,1082.0,0.0,0.0,2
12001707,KLR-WIP,,,40.0,0.0,0.0,1
12001715,KLR-WIP,,,54.0,0.0,0.0,1
12001745,SAL-GEN,,,6026.0,0.0,0.0,5
12001746,SAL-GEN,,,6043.0,0.0,0.0,5
13000001,KLR-EXS,,,0.03583,0.0,0.0,1
13000001,SAL-GEN,,,7647.0,0.0,0.0,1
13000003,KLR-EXS,,,17.87316,0.0,0.0,1
13000003,KLR-REJ,,,38.82119,0.0,0.0,67
13000005,KLR-EXS,,,0.00012,0.0,0.0,1
13000005,KLR-FG,,,-0.45,0.0,0.0,2
13000006,KLR-EXS,,,44.6009,0.0,0.0,2
13000008,KLR-EXS,,,2255.99,0.0,0.0,2
13000008,KLR-REJ,,,18780.88684,0.0,0.0,1201
13000009,KLR-EXS,,,0.00012,0.0,0.0,1
13000009,KLR-FG,,,383.569,0.0,0.0,3
13000010,KLR-EXS,,,0.00028,0.0,0.0,1
13000010,KLR-FG,,,484.0,0.0,0.0,3
13000011,KLR-EXS,,,0.91732,0.0,0.0,1
13000011,KLR-FG,,,46390.71509,0.0,0.0,8
13000011,KLR-REJ,,,206.72,0.0,0.0,1
13000014,KLR-EXS,,,0.00094,0.0,0.0,1
13000014,KLR-FG,,,5036.87816,0.0,0.0,6
13000014,KLR-REJ,,,7085.278,0.0,0.0,45
13000015,KLR-EXS,,,0.00553,0.0,0.0,1
13000015,KLR-FG,,,-20.0,0.0,0.0,2
13000016,KLR-EXS,,,0.00178,0.0,0.0,1
13000016,KLR-FG,,,1322.58,0.0,0.0,3
13000017,KLR-EXS,,,1.44,0.0,0.0,1
13000018,KLR-EXS,,,1.453,0.0,0.0,2
13000018,KLR-FG,,,345.0,0.0,0.0,4
13000019,KLR-EXS,,,0.688,0.0,0.0,1
15000010,KLR-GEN,,,21.0,0.0,0.0,2
15000011,KLR-GEN,,,331.0,0.0,0.0,3
15000096,KLR-WIP,,,131.0,0.0,0.0,5
15000107,KLR-EXS,,,0.004,0.0,0.0,1
15000107,KLR-GEN,,,5.54,0.0,0.0,3
15000165,KLR-GEN,,,141.0,0.0,0.0,2
15000200,KLR-GEN,,,200.0,0.0,0.0,2
15000217,KLR-EXS,,,4108.0,0.0,0.0,1
15000217,KLR-GEN,,,20000.0,0.0,0.0,16
15000238,KLR-GEN,,,168.0,0.0,0.0,2
15000277,KLR-GEN,,,0.166,0.0,0.0,4
15000310,KLR-WIP,,,2.18,0.0,0.0,1
15000348,KLR-EXS,,,0.375,0.0,0.0,1
15000349,KLR-EXS,,,8700.0,0.0,0.0,1
15000362,KLR-WIP,,,1.752,0.0,0.0,3
15000367,KLR-GEN,,,0.01,0.0,0.0,7
15000374,KLR-GEN,,,-0.03,0.0,0.0,15
15000374,KLR-WIP,,,0.201,0.0,0.0,35
15000386,KLR-GEN,,,5.8797,0.0,0.0,4
15000391,KLR-GEN,,,0.03,0.0,0.0,11
15000391,KLR-WIP,,,0.004,0.0,0.0,2
15000396,KLR-EXS,,,0.684,0.0,0.0,2
15000545,KLR-GEN,,,12.0,0.0,0.0,2
15000621,KLR-GEN,,,333.0,0.0,0.0,1
16000157,KLR-GEN,,,8.0,0.0,0.0,9
16000158,KLR-CON,,,179.0,0.0,0.0,4
16000158,KLR-GEN,,,8.0,0.0,0.0,10
16000158,KLR-SER,,,2.0,0.0,0.0,1
16000259,KLR-GEN,,,300.0,0.0,0.0,50
16000260,KLR-WIP,,,100.0,0.0,0.0,1
16000261,KLR-WIP,,,100.0,0.0,0.0,1
16000287,KLR-GEN,,,100.0,0.0,0.0,3
16000288,KLR-GEN,,,100.0,0.0,0.0,1
16000293,KLR-GEN,,,200.0,0.0,0.0,11
16000299,KLR-GEN,,,100.0,0.0,0.0,4
16000299,KLR-WIP,,,100.0,0.0,0.0,3
16000341,KLR-GEN,,,4.0,0.0,0.0,7
17000013,KLR-WIP,,,1344.8,0.0,0.0,1
17000031,KLR-FG,,,57.646,0.0,0.0,1
17000032,KLR-RM,,,145.0,0.0,0.0,1
17000033,KLR-RM,,,28.94,0.0,0.0,15
17000080,KLR-WIP,,,2764.32,0.0,0.0,1
17000088,KLR-RM,,,2533.0,0.0,0.0,1
17000089,KLR-RM,,,539.0,0.0,0.0,3
17000090,KLR-EXS,,,7024.8089,0.0,0.0,1
17000090,KLR-RM,,,453.9812,0.0,0.0,49
17000090,KLR-WIP,,,0.0188,0.0,0.0,9
17000090,SAL-GEN,,,1025.0,0.0,0.0,1
17000091,KLR-RM,,,27310.9266,0.0,0.0,38
17000091,KLR-WIP,,,3733.65,0.0,0.0,29
17000091,SAL-GEN,,,320.25,0.0,0.0,5
17000094,KLR-RM,,,1588.0,0.0,0.0,2
17000099,KLR-RM,,,5440.9984,0.0,0.0,16
17000099,KLR-WIP,,,481.0016,0.0,0.0,10
17000100,KLR-RM,,,4670.0,0.0,0.0,7
17000101,KLR-RM,,,1989.9,0.0,0.0,12
17000101,KLR-WIP,,,644.1,0.0,0.0,13
17000108,KLR-EXS,,,727.0,0.0,0.0,1
17000136,KLR-RM,,,-0.0375,0.0,0.0,1
17000136,KLR-WIP,,,-0.45384,0.0,0.0,5
17000160,KLR-WIP,,,25.55,0.0,0.0,1
17000161,KLR-RM,,,-0.0053,0.0,0.0,1
17000168,KLR-EXS,,,78.5406,0.0,0.0,1
17000168,KLR-RM,,,212.0888,0.0,0.0,8
17000168,KLR-WIP,,,-0.1536,0.0,0.0,6
17000171,KLR-EXS,,,264.6108,0.0,0.0,2
17000171,KLR-RM,,,60.15,0.0,0.0,7
17000171,KLR-WIP,,,343.2,0.0,0.0,5
17000172,SAL-GEN,,,343.2,0.0,0.0,1
17000198,KLR-WIP,,,30.287,0.0,0.0,2
17000202,KLR-RM,,,988.25,0.0,0.0,5
17000208,KLR-EXS,,,82.0,0.0,0.0,1
17000209,KLR-EXS,,,109.0,0.0,0.0,1
17000215,KLR-RM,,,1189.95,0.0,0.0,8
17000216,KLR-RM,,,3534.75,0.0,0.0,4
17000217,KLR-EXS,,,9.9,0.0,0.0,1
17000217,SAL-GEN,,,1098.5,0.0,0.0,1
17000224,KLR-EXS,,,90.76494,0.0,0.0,1
17000225,KLR-EXS,,,74.65,0.0,0.0,1
17000231,KLR-EXS,,,50.8,0.0,0.0,1
17000231,KLR-RM,,,1118.55,0.0,0.0,7
17000232,KLR-RM,,,1120.95,0.0,0.0,7
17000239,SAL-GEN,,,727.0,0.0,0.0,1
18000054,KLR-GEN,,,10.0,0.0,0.0,1
18000075,KLR-GEN,,,25.0,0.0,0.0,1
18000079,KLR-GEN,,,61.0,0.0,0.0,1
18000082,KLR-GEN,,,46.0,0.0,0.0,1
18000095,KLR-GEN,,,277.0,0.0,0.0,1
18000097,KLR-GEN,,,109.0,0.0,0.0,1
18000099,KLR-GEN,,,4.0,0.0,0.0,1
18000100,KLR-GEN,,,26.0,0.0,0.0,1
18000138,KLR-GEN,,,48.0,0.0,0.0,1
18000139,KLR-GEN,,,72.0,0.0,0.0,1
18000140,KLR-GEN,,,103.0,0.0,0.0,1
18000141,KLR-GEN,,,2.0,0.0,0.0,1
18000156,KLR-GEN,,,44.0,0.0,0.0,1
18000162,KLR-GEN,,,96.0,0.0,0.0,1
18000163,KLR-GEN,,,33.0,0.0,0.0,1
18000164,KLR-GEN,,,58.0,0.0,0.0,1
18000165,KLR-GEN,,,112.0,0.0,0.0,1
18000166,KLR-GEN,,,73.0,0.0,0.0,1
18000195,KLR-GEN,,,103.0,0.0,0.0,1
18000196,KLR-GEN,,,32.0,0.0,0.0,1
18000197,KLR-GEN,,,118.0,0.0,0.0,1
18000216,KLR-GEN,,,2.0,0.0,0.0,1
18000251,KLR-GEN,,,18.0,0.0,0.0,1
18000253,KLR-GEN,,,292.0,0.0,0.0,1
18000278,KLR-GEN,,,16.0,0.0,0.0,1
18000279,KLR-GEN,,,65.0,0.0,0.0,1
18000280,KLR-GEN,,,53.0,0.0,0.0,1
18000281,KLR-GEN,,,43.0,0.0,0.0,1
18000284,KLR-GEN,,,6.0,0.0,0.0,1
18000285,KLR-GEN,,,2.0,0.0,0.0,1
19000001,KLR-EXS,,,1.0,0.0,0.0,1
19000002,KLR-EXS,,,1.0,0.0,0.0,1
19000003,KLR-EXS,,,1.0,0.0,0.0,1
19000004,KLR-EXS,,,1.0,0.0,0.0,1
19000005,KLR-EXS,,,1.0,0.0,0.0,1
19000006,KLR-EXS,,,1.0,0.0,0.0,1
17000006,KLR-EXS,1201001,INVENTORY RAW MATERIAL,0.7,143.23,204.614286,9
17000007,KLR-EXS,1201001,INVENTORY RAW MATERIAL,166.09,28143.13,169.44506,8
17000007,KLR-RM,1201001,INVENTORY RAW MATERIAL,1188.96,201463.41,169.44507,104
17000007,KLR-WIP,1201001,INVENTORY RAW MATERIAL,166.04,28134.66,169.445073,56
17000010,KLR-EXS,1201001,INVENTORY RAW MATERIAL,61.6,12583.52,204.277922,8
17000011,KLR-RM,1201001,INVENTORY RAW MATERIAL,348.0,77878.06,223.787529,5
17000013,KLR-EXS,1201001,INVENTORY RAW MATERIAL,132.581,30692.55,231.500366,7
17000013,KLR-RM,1201001,INVENTORY RAW MATERIAL,10342.42,2394273.66,231.500332,49
17000013,KLR-SUB,1201001,INVENTORY RAW MATERIAL,132.58,27542.66,207.743702,45
17000013,KLR-WIP,1201001,INVENTORY RAW MATERIAL,-1344.8,0.0,0.0,4
17000020,KLR-EXS,1201001,INVENTORY RAW MATERIAL,0.0592,12.42,209.797297,6
17000020,KLR-RM,1201001,INVENTORY RAW MATERIAL,705.0,147867.09,209.740553,22
17000021,KLR-EXS,1201001,INVENTORY RAW MATERIAL,22.9,3549.5,155.0,3
17000023,KLR-EXS,1201001,INVENTORY RAW MATERIAL,7.584,1063.59,140.241297,3
17000023,KLR-RM,1201001,INVENTORY RAW MATERIAL,52.416,7350.9,140.241529,21
17000023,KLR-SUB,1201001,INVENTORY RAW MATERIAL,7.584,1066.71,140.65269,15
17000024,KLR-RM,1201001,INVENTORY RAW MATERIAL,19.7,6205.5,315.0,1
17000025,KLR-RM,1201001,INVENTORY RAW MATERIAL,152.0,32257.44,212.22,3
17000027,KLR-EXS,1201001,INVENTORY RAW MATERIAL,0.003,0.46,153.333333,4
17000028,KLR-RM,1201001,INVENTORY RAW MATERIAL,365.6,78391.16,214.417834,101
17000028,KLR-WIP,1201001,INVENTORY RAW MATERIAL,0.2,42.88,214.4,17
17000029,KLR-RM,1201001,INVENTORY RAW MATERIAL,2559.0,420341.34,164.26,76
17000031,KLR-FG,1201001,INVENTORY RAW MATERIAL,-57.646,0.0,0.0,2
17000031,KLR-RM,1201001,INVENTORY RAW MATERIAL,248.0,45487.13,183.415847,125
17000033,KLR-EXS,1201001,INVENTORY RAW MATERIAL,31.40101,5345.69,170.239429,11
17000033,KLR-RM,1201001,INVENTORY RAW MATERIAL,3402.06,584091.39,171.687563,208
17000034,KLR-EXS,1201001,INVENTORY RAW MATERIAL,6.0992,1012.51,166.007017,21
17000034,KLR-RM,1201001,INVENTORY RAW MATERIAL,6808.978,1130334.08,166.006423,124
17000034,KLR-WIP,1201001,INVENTORY RAW MATERIAL,0.022,3.64,165.454545,100
17000036,KLR-RM,1201001,INVENTORY RAW MATERIAL,335.8,45277.13,134.833621,20
17000037,KLR-EXS,1201001,INVENTORY RAW MATERIAL,0.288,42.09,146.145833,1
17000042,KLR-RM,1201001,INVENTORY RAW MATERIAL,940.99664,166075.72,176.489174,113
17000042,KLR-WIP,1201001,INVENTORY RAW MATERIAL,0.00336,0.59,175.595238,150
